0.0000000,0.000#0.780,1.400e+01,-00002371,000001997,1,000000014,000000312,000000000,000000000
-79,1,-16,1,-5,1,-4,1,1,-1,1,1,-1,2,1,-2,1,4,5,4,3,3,5,3,5,3,3,2,5,6,6,7,12,10,17,15,10,17,19,18,13,13,15,22,18,25,17,24,25,29,24,27,25,32,22,30,23,38,31,41,31,28,31,32,36,38,40,26,47,35,31,37,34,39,31,39,41,27,37,29,32,33,34,32,35,22,29,23,31,14,16,16,20,20,19,18,14,15,18,9,16,9,10,6,10,4,6,7,4,7,6,4,5,5,3,-1,4,4,4,2,1,1,-1,1,-1,1,-1,1,1,-1,1,2,2,-6,1,-2,1,-68
-78,1,-18,1,-4,1,-4,1,1,-1,1,1,1,-1,1,1,1,-1,3,6,2,4,4,5,5,2,5,2,3,3,7,6,10,8,17,11,11,14,16,20,14,16,18,11,12,27,18,25,22,25,30,23,28,25,29,26,26,27,31,37,38,34,29,29,34,33,45,35,39,34,27,37,34,36,38,35,41,36,39,28,32,29,33,33,36,31,25,24,32,25,15,14,19,18,25,14,21,11,15,16,15,13,9,9,8,7,9,2,4,8,6,6,6,3,3,6,2,2,5,3,1,2,1,-2,1,1,-1,1,1,-2,4,1,-6,1,-2,1,-68
