0.0000000,0.000#0.090,1.000e+01,-00001609,000001571,1,000000010,000000318,000000000,000000000
-51,1,-16,1,-6,1,-2,1,1,1,-1,1,1,1,1,2,-4,1,5,4,3,1,3,1,1,5,5,3,4,6,4,7,5,6,7,7,11,7,8,5,5,6,9,7,8,8,11,14,11,13,18,12,12,21,18,17,15,20,18,15,22,24,18,13,24,10,14,20,20,17,18,26,25,25,19,28,31,23,33,24,22,26,30,22,26,24,24,26,18,31,26,32,26,26,27,30,28,29,25,28,24,24,27,19,16,22,23,27,25,15,25,23,17,11,17,18,19,13,13,17,16,9,15,17,15,12,11,11,12,7,7,9,9,9,9,5,3,9,7,6,5,5,6,4,1,4,3,7,4,2,2,5,2,2,-1,3,3,-1,3,-3,4,1,2,1,1,2,1,-27,1,-47
-51,1,-16,1,-6,1,-2,1,1,1,-1,1,1,1,1,2,-4,1,4,5,3,1,3,1,2,4,5,3,5,5,4,7,6,5,7,7,7,11,8,5,6,5,7,9,8,8,9,15,11,14,17,13,10,23,19,16,14,21,16,17,21,25,18,13,24,10,14,20,22,15,19,25,24,26,17,30,29,25,28,29,23,25,30,21,26,25,22,28,16,33,31,27,26,26,27,30,25,32,25,28,25,23,22,24,15,22,25,26,27,13,23,25,15,13,15,20,18,14,13,17,16,9,13,19,14,13,11,10,11,9,6,10,8,10,9,5,3,9,6,7,3,7,6,4,-1,5,3,7,4,2,2,5,2,2,-1,3,2,1,2,1,-2,4,1,1,2,1,2,1,-27,1,-47
