0.0000000,0.000#0.950,5.000e-01,-00000067,000000085,0,000000001,000000304,000000000,000000000
-57,1,-2,1,-7,1,3,-1,2,-3,1,1,1,2,1,2,2,5,3,-1,2,4,4,2,3,2,5,3,7,9,8,10,7,8,7,10,15,14,14,16,11,11,21,18,16,25,20,25,27,24,24,30,19,37,26,22,25,28,43,44,31,32,23,29,29,37,28,40,34,38,43,36,24,37,35,32,26,32,33,30,26,36,39,27,25,24,20,21,29,23,29,16,17,14,18,22,21,14,10,8,17,16,7,9,11,5,14,6,8,8,7,3,7,5,3,4,3,7,2,3,1,1,1,2,3,2,1,2,2,1,1,1,-10,1,-4,1,-5,1,-7,1,-77
-59,1,-2,1,-7,1,3,-1,2,-3,1,1,1,2,1,2,2,5,3,-1,3,3,4,2,3,3,4,3,7,9,10,8,8,7,8,11,13,15,13,17,11,11,21,18,18,26,20,24,26,25,22,30,20,38,26,21,24,33,45,41,27,33,23,28,31,37,30,37,35,39,43,34,24,38,34,32,29,31,32,30,28,37,33,30,25,22,19,25,27,23,29,16,19,11,20,20,21,14,9,8,18,16,6,10,10,5,15,5,10,6,8,2,8,5,2,5,2,8,1,3,1,2,1,1,3,2,1,2,2,1,1,1,-10,1,-4,1,-5,1,-7,1,-75
