0.0000000,0.000#0.530,9.000e+00,-00001452,000001536,1,000000009,000000332,000000000,000000000
-45,1,-3,1,-8,1,-6,1,-6,1,-1,1,-1,1,-1,2,-1,1,2,1,-1,3,2,2,1,3,3,2,4,1,2,7,5,3,5,8,4,4,4,8,5,8,14,6,3,10,6,7,10,4,9,3,8,7,6,10,11,16,8,11,16,7,21,10,14,12,17,16,13,16,12,21,19,16,15,13,23,21,15,14,18,22,19,26,19,18,23,23,27,17,25,22,21,27,23,26,17,31,17,24,16,22,24,20,17,23,19,13,22,19,19,27,22,22,23,24,26,24,15,17,19,21,17,14,22,16,18,19,16,23,13,15,10,11,12,13,15,10,9,5,14,14,7,5,8,8,9,5,10,9,10,7,10,4,7,4,2,2,3,3,10,8,7,4,2,3,2,3,2,-1,3,4,3,-1,2,-1,1,-1,1,-1,3,-1,2,-1,3,1,2,1,-1,1,-2,1,2,1,-1,1,-1,1,-70
-44,1,-3,1,-10,1,-4,1,-7,1,-1,1,-1,1,-2,2,1,2,-1,1,3,2,1,2,3,2,4,3,1,2,4,8,4,4,8,3,4,4,5,9,7,14,8,2,7,8,10,8,8,5,7,4,5,8,9,11,12,13,10,15,22,8,11,13,13,16,14,15,18,8,20,21,15,16,19,17,19,18,18,13,22,20,19,25,21,20,28,23,21,20,28,16,30,20,21,20,22,26,24,18,21,22,23,16,19,22,16,16,29,13,30,19,19,26,19,30,23,18,11,25,21,17,20,15,16,19,18,17,18,18,10,15,15,6,12,16,13,8,9,10,14,7,8,5,8,9,8,7,7,12,8,8,7,5,4,2,4,1,9,4,5,9,4,3,3,1,3,3,2,1,3,4,1,1,1,-2,1,3,-2,2,1,2,2,1,-1,1,-1,1,-1,1,1,2,1,-1,1,-71
