3.1415926,0.000#0.390,4.100e+01,-00006050,000006496,1,000000041,000000306,000000000,000000000
-35,1,-1,1,-9,1,-2,2,-3,1,-8,1,1,1,-2,1,-1,2,1,-1,1,2,3,5,1,1,2,2,2,6,3,1,4,5,4,2,3,3,2,2,6,3,7,10,5,4,6,12,5,6,10,6,10,6,11,9,5,18,11,14,15,19,14,17,12,13,11,10,11,19,19,23,18,10,17,15,14,14,18,32,15,24,15,24,21,25,22,27,21,30,18,24,18,23,26,26,26,17,39,21,19,25,30,23,17,27,20,30,29,20,15,18,21,12,20,15,19,12,17,13,20,10,14,11,18,10,11,15,12,13,12,13,11,8,13,10,14,7,5,7,12,9,5,3,5,6,4,6,8,5,3,2,1,7,2,2,1,4,2,2,-1,1,2,1,2,2,1,-3,2,1,2,3,1,-1,1,-6,1,2,-4,1,-2,1,-2,1,-57
-35,1,-1,1,-9,1,-2,1,1,-2,1,-8,1,-1,2,-2,1,-1,2,1,1,-1,2,3,5,1,1,2,2,2,5,4,2,3,4,5,3,2,4,1,1,7,7,3,10,5,7,3,9,8,9,7,8,8,4,13,9,5,15,14,19,10,20,12,14,16,13,11,12,9,20,18,20,21,17,9,12,18,17,15,36,10,16,24,21,24,24,23,25,23,27,20,22,21,27,22,31,21,24,32,17,21,30,27,17,23,22,24,37,22,22,14,19,20,18,14,15,19,15,14,16,17,10,14,17,12,11,10,12,15,15,10,12,12,12,9,11,13,5,7,8,11,3,11,5,3,4,6,6,8,2,6,1,2,3,6,1,2,4,2,1,1,2,1,1,1,2,2,-2,2,-1,2,1,2,2,-1,1,-6,2,1,-4,1,-2,1,-3,1,-56
