3.1415926,0.000#0.830,5.400e+01,-00009211,000007205,1,000000054,000000304,000000000,000000000
-77,1,-12,1,-6,1,-14,2,1,3,3,2,4,6,1,2,7,5,7,4,3,5,8,12,4,6,8,4,8,3,6,9,11,17,11,10,11,13,20,14,11,16,24,20,16,14,20,25,16,20,27,25,24,27,22,26,28,37,20,35,39,33,36,30,24,24,28,36,29,36,33,28,36,23,29,28,25,35,27,21,27,24,24,29,20,12,16,13,8,13,17,18,15,16,17,13,11,9,11,9,7,8,8,11,5,3,7,7,8,4,4,1,3,3,7,3,-1,2,1,3,1,1,2,-1,1,1,1,1,-3,1,2,1,-2,1,1,2,-60
-76,1,-14,1,-4,1,-15,1,2,4,2,3,3,2,5,6,3,7,5,3,4,6,6,10,7,6,7,10,3,5,4,11,9,14,14,13,8,18,13,11,16,18,21,18,19,22,12,18,23,23,24,22,25,25,26,30,24,21,36,36,35,38,33,24,31,32,20,30,35,33,36,37,26,26,27,24,29,28,34,25,23,21,26,22,28,15,12,10,12,13,16,18,15,16,18,11,13,10,10,10,6,7,9,9,7,7,3,9,6,4,4,3,1,7,3,-1,3,1,2,3,1,1,2,1,-1,1,1,-1,1,-2,3,-1,1,-1,1,-1,2,1,-60
