3.1415926,0.000#0.960,5.100e+01,-00006905,000008599,1,000000051,000000304,000000000,000000000
-58,1,-6,2,-2,1,1,1,2,2,2,1,1,3,2,4,1,2,4,-1,3,6,1,3,3,5,4,6,5,7,5,6,4,7,7,11,18,6,9,9,2,13,16,11,21,16,15,14,16,22,19,29,16,18,21,22,25,24,30,24,24,27,32,24,36,28,24,23,20,19,30,23,28,31,23,29,38,30,35,32,35,17,17,34,25,28,27,22,26,31,26,19,18,23,20,13,24,22,13,12,14,15,9,12,12,12,9,14,13,11,5,6,7,4,8,7,5,5,10,6,4,7,3,2,8,3,2,3,2,2,2,-1,1,1,1,1,3,1,1,-6,1,-2,3,1,-1,1,-11,1,-77
-59,1,-4,2,-3,1,1,2,1,2,2,1,1,2,3,2,3,4,2,3,-2,7,3,3,4,4,7,5,6,6,4,6,8,6,17,11,10,6,3,8,16,13,21,10,17,15,16,14,19,22,14,29,23,18,24,23,30,23,23,25,35,25,37,22,26,27,20,23,31,18,27,24,21,31,40,27,35,31,33,32,22,15,24,33,27,30,26,22,23,33,19,19,20,23,24,13,15,20,14,12,9,15,11,13,9,12,12,14,6,11,7,6,8,4,5,7,9,6,2,7,4,7,8,2,2,3,2,3,2,2,1,-1,1,1,3,1,1,1,-7,1,3,-2,1,-1,1,-11,1,-76
