3.1415926,0.000#0.150,5.300e+01,-00007449,000008557,1,000000053,000000302,000000000,000000000
-43,1,-21,1,-6,1,-1,2,-1,2,1,1,-1,1,2,-1,2,2,2,5,2,4,3,3,3,5,1,4,6,6,3,5,1,12,5,6,6,6,11,8,10,10,6,13,13,15,17,16,13,13,27,18,21,18,16,21,32,31,21,25,21,21,37,21,35,22,30,32,31,39,25,28,28,25,26,28,44,31,31,31,28,26,34,23,31,16,31,23,22,20,19,23,16,15,24,17,21,18,12,15,7,13,13,12,17,9,6,11,7,5,8,10,8,5,11,5,7,8,1,6,-1,4,5,3,1,2,2,3,-1,1,3,1,1,1,2,-1,1,1,-1,1,-1,2,2,1,-1,1,1,-5,1,-7,1,-74
-43,1,-20,1,-7,1,-1,2,-1,1,2,1,-1,1,2,-1,2,2,2,6,1,3,4,5,1,3,3,3,7,9,-1,4,2,11,6,5,7,12,5,8,10,11,5,14,12,13,19,17,12,12,28,16,23,18,16,23,30,30,22,25,21,26,32,18,38,22,30,28,35,37,27,29,27,21,30,25,46,32,31,32,27,27,33,28,26,18,29,22,23,23,16,20,19,17,22,20,18,17,13,14,8,14,12,13,16,9,6,9,9,7,6,9,9,3,13,4,8,8,1,4,2,3,6,3,1,3,1,1,2,1,3,1,1,-1,3,-1,1,-1,1,1,-1,1,3,1,-1,1,1,-5,1,-7,1,-74
