3.1415926,0.000#0.100,4.600e+01,-00007280,000006704,1,000000046,000000304,000000000,000000000
-52,1,-10,1,-9,1,-3,1,1,1,1,1,1,-2,1,2,2,-1,1,2,1,1,1,2,1,2,1,1,3,1,2,2,2,5,5,4,4,3,4,3,12,9,4,10,10,15,8,9,7,12,7,16,12,15,9,13,17,10,15,18,15,19,21,16,24,24,19,21,18,26,23,24,22,24,22,18,25,19,23,21,19,35,23,27,26,31,26,26,27,23,38,28,25,26,21,18,26,31,17,32,33,23,26,19,15,15,16,14,15,13,12,17,17,14,20,13,13,13,6,13,9,9,5,18,13,9,11,9,10,9,9,5,6,4,2,6,6,4,5,1,6,-1,5,4,5,2,-1,5,-1,3,-1,1,3,4,1,2,3,-1,1,-1,1,2,1,-2,1,1,-5,1,-1,1,-4,1,-53
-52,1,-10,1,-9,1,-3,1,1,1,1,1,1,-2,1,3,1,-1,1,2,1,1,1,2,1,2,1,1,3,1,2,3,1,5,5,4,4,3,4,3,12,8,5,9,11,14,9,9,7,10,9,17,11,16,8,16,14,9,16,17,16,21,19,23,17,26,17,18,21,26,23,21,25,25,21,19,24,19,23,21,19,34,24,25,28,31,26,23,30,26,35,32,21,27,20,16,28,30,18,30,35,26,23,18,16,15,16,13,16,14,11,16,18,16,18,16,10,14,5,13,9,8,6,18,13,8,12,10,9,9,9,7,4,5,1,6,6,4,5,2,5,-1,5,4,5,2,-1,4,1,3,-1,2,2,4,1,2,3,-1,1,-1,1,2,1,-2,1,1,-5,1,-1,1,-4,1,-53
