3.1415926,0.000#0.150,6.100e+01,-00009797,000008869,1,000000061,000000306,000000000,000000000
-63,1,-13,2,-5,1,2,-2,1,2,-1,2,3,1,1,4,9,7,3,6,7,8,10,5,16,12,9,24,16,31,28,31,36,36,52,48,46,65,58,76,69,94,69,117,123,116,122,148,139,167,142,205,186,218,219,255,256,275,288,275,324,370,347,391,403,401,419,428,437,451,462,457,506,510,479,510,540,506,549,525,540,530,542,523,521,522,504,538,518,512,513,459,455,447,465,419,422,395,395,330,384,339,378,293,307,271,261,237,247,223,209,186,164,136,163,138,121,112,117,92,108,67,76,70,64,59,49,59,55,30,34,31,26,34,17,20,23,12,13,9,12,7,10,6,8,6,5,3,3,3,2,2,4,1,-4,1,-1,1,-66
-63,1,-13,2,-5,1,2,-1,1,-1,2,-1,2,3,1,1,6,7,6,4,5,8,7,11,5,16,12,9,18,22,31,28,33,34,40,48,45,49,67,56,75,69,95,69,116,123,121,118,139,145,162,150,205,185,215,223,255,256,271,291,280,318,364,354,410,385,407,410,427,441,445,468,446,514,512,479,508,542,501,552,527,541,529,541,515,531,513,512,519,536,492,534,447,468,440,471,416,423,415,378,334,379,350,368,295,303,271,261,251,233,227,207,183,167,144,155,137,122,114,114,100,101,66,77,71,62,54,55,55,59,33,31,28,29,29,22,21,22,11,14,8,13,6,11,7,7,6,5,3,3,3,2,3,3,1,-4,1,1,-67
