3.1415926,0.000#0.570,5.400e+01,-00007373,000009043,1,000000054,000000304,000000000,000000000
-74,2,-2,3,2,1,-1,4,2,2,1,1,2,4,2,5,3,5,7,6,12,5,7,5,7,8,9,5,12,10,9,8,20,14,12,14,20,13,19,20,25,22,23,19,26,27,37,35,29,23,25,28,33,23,27,28,32,35,32,25,29,31,28,22,30,42,34,32,32,34,32,35,32,35,21,21,25,26,27,20,16,16,15,16,18,23,19,15,14,15,16,17,15,14,7,15,10,11,11,8,9,10,5,8,4,6,4,4,2,4,2,-1,3,2,3,1,3,-1,4,1,1,4,2,2,-2,2,-1,2,1,-22,1,-77
-75,2,2,1,2,1,1,3,1,3,1,1,2,4,5,2,4,4,5,8,6,11,1,11,8,7,5,9,6,16,9,8,20,14,11,15,13,20,19,20,19,28,23,19,32,21,35,37,24,28,31,22,32,24,25,29,37,31,32,25,32,28,19,31,33,39,31,35,34,32,30,37,35,32,20,22,27,24,20,27,19,13,8,23,25,16,18,16,17,10,18,17,14,15,13,9,10,11,5,13,12,8,7,6,5,5,5,3,3,3,-1,2,1,4,2,2,-1,3,3,2,1,4,2,2,-3,2,1,2,-23,1,-76
