3.1415926,0.000#0.390,4.600e+01,-00006674,000007402,1,000000046,000000306,000000000,000000000
-49,1,-8,1,-4,1,-3,1,-4,2,1,1,1,3,1,2,1,1,2,-2,2,1,2,1,3,1,1,6,7,2,5,4,7,7,9,9,9,8,8,8,5,8,10,5,9,11,13,9,17,14,14,15,13,8,21,22,16,11,20,20,23,26,15,26,17,18,24,18,21,26,18,34,31,24,34,26,27,29,22,17,28,15,34,20,24,30,28,32,23,24,32,23,23,23,27,27,22,19,18,17,17,16,24,15,19,16,11,18,24,13,15,12,9,11,11,11,13,9,13,4,7,14,9,8,5,7,8,3,5,5,5,4,2,4,6,1,2,3,-1,5,-1,6,2,2,1,2,2,3,-1,1,-1,1,-1,2,-1,3,1,1,1,-2,1,-2,1,1,-7,1,-1,1,-66
-48,1,-9,1,-4,1,-3,1,-4,2,1,1,1,1,3,3,-1,1,2,-2,2,1,2,1,4,-1,4,3,7,2,4,5,7,7,12,6,10,7,6,10,6,7,6,9,16,4,17,5,10,20,14,16,11,10,26,17,16,11,20,20,30,19,17,24,16,18,20,23,28,19,23,28,37,18,32,29,26,29,24,16,23,20,29,23,31,24,29,32,25,20,30,27,29,17,24,30,26,13,23,14,17,15,21,19,14,21,11,18,27,10,16,11,10,10,9,13,13,9,13,4,11,10,11,6,8,4,8,3,4,6,4,5,3,3,6,1,3,1,4,2,3,3,1,3,2,1,4,1,1,-1,1,-1,2,-1,2,1,1,1,1,-2,1,-2,2,-8,1,1,-67
