3.1415926,0.000#0.310#0.300#0.340#0.290#0.320#0.200#0.360#0.190#0.160,3.600e+01,-00005472,000005544,1,000000036,000000306,000000000,000000000
-17,1,-26,1,1,1,-7,1,2,-3,1,-2,1,-1,2,-6,1,-1,1,-1,1,1,2,-1,2,2,2,-2,1,-1,3,1,1,3,2,2,3,-1,1,1,2,4,2,3,2,3,5,5,4,9,8,6,3,8,6,13,8,3,9,6,7,6,6,8,6,4,9,11,9,9,8,8,9,10,6,8,7,11,13,8,11,6,8,7,7,4,8,12,7,8,11,15,6,5,10,8,17,12,11,17,8,3,7,8,7,5,8,9,8,13,11,9,9,3,10,11,8,14,7,5,14,10,13,9,8,7,-1,8,8,7,6,10,3,2,5,6,8,6,8,6,6,1,4,6,4,9,3,3,3,4,3,2,5,3,-1,2,1,3,4,3,1,4,1,1,4,-1,1,1,2,3,-2,2,2,-2,1,1,-1,2,-3,1,-1,1,-3,1,1,-12,1,-46
-16,1,-27,1,1,1,-7,1,2,-3,1,-2,1,-1,1,1,-4,1,-2,1,1,-1,1,2,1,1,2,2,-2,1,-1,2,2,2,2,2,2,2,1,-1,2,1,5,1,4,3,2,5,5,5,8,8,6,3,8,6,13,5,6,7,8,3,9,7,8,6,4,11,9,9,8,6,11,6,12,9,6,8,10,10,11,7,10,4,11,5,6,10,9,5,11,14,12,5,6,9,9,14,15,11,17,6,5,9,6,5,7,8,9,11,10,12,8,3,9,10,11,8,14,8,4,15,9,9,13,5,10,3,5,9,6,8,8,3,2,4,7,9,5,8,6,5,2,6,4,7,6,3,3,6,1,2,3,5,3,-1,2,2,2,4,3,-1,5,1,1,2,2,1,1,-1,5,-2,4,-3,1,1,1,1,-3,1,-1,1,-2,1,-1,1,-12,1,-46
-16,1,-27,1,1,1,-7,1,2,-3,1,-2,1,-1,1,1,-4,1,-2,1,1,-1,1,2,-1,2,2,2,-2,1,-1,2,2,2,2,1,3,2,1,-1,2,1,5,1,4,3,2,5,5,5,8,8,6,3,8,6,13,5,6,8,7,3,9,7,8,6,4,10,10,9,8,7,10,6,12,9,6,8,10,11,10,7,10,4,11,5,6,10,9,6,10,14,12,5,6,9,9,14,15,11,17,6,5,9,6,5,7,8,9,11,10,13,7,4,8,10,11,8,14,8,4,14,10,9,13,5,10,3,5,9,6,8,8,3,2,4,7,9,5,8,6,5,2,6,4,7,6,3,3,6,1,2,3,5,3,-1,2,2,2,4,3,-1,5,1,1,2,2,1,1,-1,5,-2,4,-3,1,1,1,1,-3,1,-1,1,-2,1,-1,1,-12,1,-46
-16,1,-27,2,-1,1,-7,1,2,-3,1,-2,1,-2,2,-4,1,-2,1,1,-1,1,2,1,1,2,2,-2,1,-1,2,2,2,2,2,2,2,1,-1,2,2,4,2,3,2,3,4,6,5,8,7,7,3,8,6,13,5,6,6,9,3,9,8,7,5,5,11,9,9,8,6,11,7,11,9,6,8,10,10,11,6,11,3,12,6,5,11,8,6,10,14,12,5,6,10,8,13,16,11,17,6,5,10,5,5,7,8,9,11,10,12,8,3,9,10,11,8,14,8,4,15,9,8,14,5,10,5,3,9,6,9,7,3,2,5,6,9,5,8,6,5,2,5,5,8,5,3,3,6,1,2,3,5,3,-1,2,2,2,4,3,-1,5,1,1,2,2,1,1,-1,5,-2,4,-3,1,1,1,1,-3,1,-1,1,-2,1,-1,1,-12,1,-46
-16,1,-27,1,1,1,-7,1,2,-3,1,-2,1,-1,1,1,-4,1,-2,1,1,-1,1,2,-1,2,2,2,-2,1,-1,2,2,2,2,2,2,2,1,-1,2,1,5,1,4,3,2,5,5,5,8,8,6,3,8,6,13,5,6,8,7,4,8,7,8,6,4,9,11,9,8,8,9,6,12,10,5,8,10,11,10,7,10,4,11,5,6,10,9,7,9,14,12,5,6,9,9,14,15,11,17,6,5,9,6,5,7,8,9,11,10,13,7,4,8,10,11,8,14,8,4,14,10,9,13,5,10,3,5,9,6,8,8,3,2,4,7,8,6,8,6,5,2,6,4,7,6,3,3,6,1,2,3,5,3,-1,2,2,2,4,3,-1,5,1,1,2,2,1,1,-1,5,-2,4,-3,1,1,1,1,-3,1,-1,1,-2,1,-1,1,-12,1,-46
-16,1,-27,1,1,1,-7,1,2,-3,1,-2,1,-2,2,-4,1,-2,1,1,-1,1,2,1,1,2,2,-2,1,-1,2,2,2,2,2,2,2,1,-1,2,2,4,1,4,3,2,5,5,5,8,8,6,3,8,6,13,5,6,7,8,3,9,7,8,6,4,11,9,9,8,6,11,6,12,9,6,8,10,10,11,6,11,4,11,6,5,10,9,6,10,14,12,5,6,9,9,13,16,11,17,6,5,10,5,5,7,8,9,11,10,12,8,3,9,10,11,8,14,8,4,15,9,9,13,5,10,5,3,9,6,9,7,3,2,5,6,9,5,8,6,5,2,6,4,7,6,3,3,6,1,2,3,5,3,-1,2,2,2,4,3,-1,5,1,1,2,2,1,1,-1,5,-2,4,-3,1,1,1,1,-3,1,-1,1,-2,1,-1,1,-12,1,-46
-16,1,-27,1,1,1,-7,1,2,-3,1,-2,1,-1,1,1,-5,1,-1,1,1,-1,1,2,-1,2,2,2,-2,1,-1,2,2,2,2,2,2,2,1,-1,2,1,5,1,4,3,2,5,5,4,9,8,6,3,8,6,13,6,5,9,6,4,8,8,7,5,5,7,13,9,9,8,8,7,11,8,7,7,11,11,10,10,7,6,9,6,5,11,9,6,9,14,12,6,5,9,9,14,15,10,18,6,5,10,5,6,6,9,8,11,10,13,7,6,6,9,12,6,16,8,4,13,11,9,13,6,9,1,7,8,7,8,8,2,3,4,7,8,6,8,6,5,2,7,3,6,7,3,3,5,2,3,2,5,3,-1,2,2,2,5,2,-1,5,1,1,2,2,1,1,-1,5,-2,4,-3,1,1,1,1,-3,1,-1,1,-2,1,-1,1,-12,1,-46
-16,1,-27,2,-1,1,-7,1,2,-3,1,-2,1,-2,2,-4,1,-2,1,1,-1,1,2,1,1,2,2,-2,1,-1,2,2,2,2,2,2,2,1,-1,2,2,4,2,3,2,3,4,6,5,8,7,7,3,8,6,13,5,6,6,9,3,9,8,7,5,5,10,10,10,7,7,10,6,12,9,6,8,9,11,11,6,11,3,12,6,5,11,8,6,10,14,12,5,6,9,9,12,17,11,17,6,5,10,5,5,7,8,9,11,10,12,8,3,9,11,10,8,14,8,4,15,9,9,12,6,10,5,3,9,6,8,8,3,2,6,5,9,5,8,6,5,2,5,5,8,5,3,3,6,1,2,3,5,3,-1,2,2,2,4,3,-1,5,1,1,2,2,1,1,-1,5,-2,4,-3,1,1,1,1,-3,1,-1,1,-2,1,-1,1,-12,1,-46
-16,1,-27,1,1,1,-7,1,2,-3,1,-2,1,-1,1,1,-5,1,-1,1,1,-1,1,2,-1,2,2,2,-2,1,-1,2,2,2,2,2,2,2,1,-1,2,1,5,1,4,2,3,5,5,4,9,8,6,3,8,6,13,7,4,9,6,4,8,7,8,5,5,8,12,9,9,8,8,7,11,8,7,8,10,12,9,10,7,6,9,6,5,11,9,7,8,14,12,6,5,9,9,14,15,10,18,6,5,10,5,6,6,9,8,11,10,12,8,6,6,9,12,7,15,7,5,13,11,10,12,6,9,1,7,8,7,8,8,2,3,4,7,8,6,8,6,5,2,7,3,6,7,3,3,5,2,3,2,5,3,-1,2,2,2,5,2,-1,5,1,1,2,2,1,1,-1,5,-2,4,-3,1,1,1,1,-3,1,-1,1,-2,1,-1,1,-12,1,-46
-16,1,-27,1,1,1,-7,1,2,-3,1,-2,1,-1,1,1,-5,1,-1,1,1,-1,1,2,-1,2,2,2,-2,1,-1,2,2,2,2,2,2,2,1,-1,2,-1,6,1,4,2,3,5,5,4,9,8,6,3,8,6,13,7,4,9,6,4,8,7,8,5,5,8,12,9,9,8,8,7,11,8,7,7,11,12,9,10,7,6,9,6,5,11,9,7,8,12,14,6,5,10,8,14,15,10,18,7,4,10,5,7,5,8,9,11,10,13,7,6,6,9,12,7,15,8,4,12,12,10,12,7,8,1,7,8,7,7,9,3,2,4,7,9,5,8,6,6,1,7,3,6,7,3,3,3,4,3,2,5,3,-1,2,3,1,5,2,-1,5,1,1,2,2,1,1,-1,5,-2,4,-3,1,1,1,1,-3,1,-1,1,-2,1,-1,1,-12,1,-46
