3.1415926,0.000#0.230#0.220#0.920#0.940#0.930#0.910#0.010#0.670#0.680#0.840#0.660#0.020#0.820#0.830,4.600e+01,-00007135,000006757,1,000000046,000000302,000000000,000000000
-71,1,-3,1,-2,1,1,-8,1,1,-1,1,3,1,3,-1,1,-1,3,1,1,3,-2,1,2,4,3,3,1,2,3,3,3,7,7,6,2,3,3,2,2,6,6,13,3,3,8,9,9,4,7,9,10,9,9,11,13,14,13,9,13,8,12,17,10,8,20,15,16,3,11,16,8,15,10,15,9,18,10,11,17,12,11,18,7,17,7,10,10,8,21,11,10,6,11,7,17,12,7,7,7,12,8,5,5,3,6,4,3,3,8,5,6,3,-1,5,2,5,-1,1,2,3,3,4,2,2,3,-1,1,-1,3,3,1,3,-1,1,1,2,1,1,-1,2,1,1,1,3,-4,1,-70
-71,1,-3,1,-2,1,1,-8,1,1,-1,1,3,1,3,-1,1,-1,3,1,1,3,-3,3,4,3,3,1,1,4,3,3,7,7,5,3,3,3,2,2,3,9,12,4,4,7,8,10,5,6,9,10,7,11,10,14,11,16,9,13,8,12,15,12,12,16,11,20,6,8,13,11,14,11,11,13,12,16,10,17,10,14,16,9,16,8,11,9,8,21,10,11,5,12,12,12,11,8,9,5,12,8,4,6,3,6,4,3,7,4,4,7,1,2,5,2,3,2,1,2,1,5,3,3,1,4,-1,1,1,2,1,3,2,1,1,1,1,2,1,-1,2,1,1,1,3,-4,1,-70
-71,1,-3,1,-2,1,1,-8,1,1,-1,1,3,1,3,-1,1,-1,3,1,1,3,-3,3,4,3,3,1,1,4,3,3,7,7,5,3,3,3,2,2,3,9,12,4,4,7,8,10,5,6,9,10,7,11,10,14,12,15,9,13,8,12,15,12,12,16,10,21,5,9,13,11,14,11,11,13,14,14,10,17,10,14,16,9,16,8,11,9,8,21,10,11,5,12,12,12,11,8,9,5,12,8,4,6,3,6,4,3,7,4,4,7,1,2,5,2,3,2,1,2,1,5,3,3,1,4,-1,1,1,2,1,3,2,1,1,1,1,2,1,-1,2,1,1,1,3,-4,1,-70
-70,1,-3,1,-3,1,1,-8,1,1,1,-1,1,3,-1,3,-1,1,1,3,3,1,-2,2,1,3,4,-1,4,3,2,3,3,6,8,2,6,3,3,2,2,6,6,4,12,8,3,8,9,8,4,10,9,10,8,13,11,11,16,10,10,13,9,10,17,19,9,14,17,10,4,10,14,8,17,9,15,9,19,16,11,13,11,7,18,9,15,9,11,19,9,12,10,9,8,16,8,7,12,8,6,9,11,4,6,7,2,3,4,8,3,6,5,-1,3,2,5,-1,5,2,1,3,3,2,4,3,2,1,-1,3,-1,1,3,1,2,1,1,1,2,-1,1,2,1,1,1,1,2,-2,1,-71
-70,1,-3,1,-3,1,1,-8,1,1,1,-1,1,3,-1,3,-1,1,1,3,3,1,-2,2,1,3,4,-1,4,3,2,3,3,6,8,2,6,3,3,2,2,6,6,3,13,8,3,8,9,8,4,10,9,9,9,13,11,11,16,10,10,13,9,10,17,19,9,14,17,10,4,10,14,9,16,9,15,10,18,16,11,13,11,7,18,8,16,9,11,19,9,13,9,10,7,17,7,6,13,8,6,9,11,4,6,7,2,3,4,8,3,6,5,-1,3,2,5,-1,5,2,1,3,3,2,4,3,2,1,-1,3,-1,1,3,1,2,1,1,1,2,-1,1,2,1,1,1,-1,3,-2,1,-71
-70,1,-3,1,-3,1,1,-8,1,1,1,-1,1,3,-1,3,-1,1,1,3,3,1,-2,2,1,3,4,-1,4,3,2,3,3,6,8,2,6,3,3,2,2,6,6,4,12,8,3,8,9,8,4,10,9,10,8,13,11,11,16,10,10,13,9,11,16,18,10,14,17,10,4,10,14,9,16,9,15,9,19,16,11,13,11,7,18,9,15,9,11,19,9,13,9,9,8,16,8,7,12,8,6,9,11,4,6,7,2,3,4,8,3,6,5,-1,3,2,5,-1,5,2,1,3,3,2,4,3,2,1,-1,3,-1,1,3,1,2,1,1,1,2,-1,1,2,1,1,1,-1,3,-2,1,-71
-70,1,-3,1,-3,1,1,-8,1,1,1,-1,1,3,-1,3,-1,1,1,3,3,1,-2,2,1,3,4,-1,4,3,2,3,3,6,8,2,6,5,1,2,2,6,6,4,12,8,3,8,9,7,5,10,9,10,8,13,11,11,16,10,10,13,9,10,17,19,9,14,17,10,4,10,14,8,17,10,14,9,19,17,10,12,12,7,18,9,15,9,11,20,8,12,10,9,8,15,9,7,12,8,6,9,11,4,6,7,2,3,4,8,3,6,5,-1,3,3,4,-1,5,2,1,3,3,2,4,3,2,1,-1,3,-1,1,3,1,2,1,1,1,2,-1,1,2,1,1,1,1,2,-2,1,-71
-71,1,-3,1,-2,1,1,-8,1,1,-1,1,3,1,3,-1,1,-1,3,1,1,3,-2,1,2,4,3,3,1,2,3,3,3,7,7,6,2,3,3,2,2,6,6,13,3,3,8,9,9,4,7,9,10,9,9,11,13,16,11,9,13,8,12,17,10,9,19,14,17,3,11,16,8,16,9,14,10,18,10,11,17,12,11,18,7,17,7,10,10,8,21,11,10,5,12,8,16,11,8,7,7,12,8,5,5,3,6,4,3,3,8,5,6,3,-1,5,2,5,-1,1,2,3,3,4,2,2,3,-1,1,-1,3,2,2,3,-1,1,1,2,1,1,-1,2,1,1,1,3,-4,1,-70
-71,1,-3,1,-2,1,1,-9,2,-1,1,1,3,1,2,-1,1,2,2,1,3,-2,2,1,3,4,2,2,1,4,3,3,9,5,6,2,6,-1,3,1,6,6,8,8,5,6,7,11,6,5,8,11,8,10,16,8,9,18,8,12,13,9,13,14,16,12,11,20,8,6,10,14,11,14,12,12,10,18,16,11,10,14,13,12,9,15,10,10,16,12,13,9,7,10,14,10,11,8,11,3,12,8,3,7,6,3,3,4,6,5,4,7,1,2,3,4,2,3,1,2,3,3,3,3,3,2,-1,1,2,1,-1,4,2,1,1,1,-1,3,-1,1,2,1,1,1,2,1,-2,1,-71
-71,1,-3,1,-2,1,1,-9,2,-1,1,1,3,1,2,-1,1,2,2,1,3,-2,2,1,3,4,2,2,1,4,3,3,9,5,6,2,6,-1,3,1,5,7,8,8,5,6,7,10,7,5,8,11,8,10,15,9,9,18,8,12,12,10,13,14,16,12,13,18,8,6,10,14,12,13,12,12,11,17,16,11,10,14,13,12,9,15,11,9,17,11,13,9,7,10,14,10,11,8,11,3,12,8,2,8,6,3,3,4,6,5,4,7,1,2,3,4,2,3,1,2,3,3,3,3,3,2,-1,1,2,1,-1,4,2,1,1,1,-1,3,-1,1,2,1,1,1,1,2,-2,1,-71
-71,1,-2,1,-3,1,1,-8,1,1,1,-1,2,2,-1,3,-1,1,2,2,3,1,-2,2,1,3,4,1,3,1,4,3,3,7,7,3,5,5,1,2,2,6,6,6,10,7,4,8,9,7,5,10,9,9,9,15,9,11,16,7,13,13,9,10,17,21,7,13,18,8,6,10,14,9,16,12,12,9,19,16,11,12,12,7,18,9,15,10,10,18,10,11,11,11,6,15,9,8,11,11,3,11,9,4,6,7,2,2,5,6,5,6,5,-1,3,3,4,-1,5,2,1,4,2,2,4,3,2,1,-1,3,-1,1,3,1,2,1,1,-1,3,-1,1,2,1,1,1,1,2,-2,1,-71
-71,1,-3,1,-2,1,1,-8,1,1,-1,1,1,3,1,2,-1,1,2,2,1,3,-2,2,1,3,4,2,2,1,4,3,3,9,5,6,2,6,-1,3,1,6,6,7,9,5,6,7,11,6,5,9,10,8,10,16,8,9,18,8,12,13,9,14,13,16,12,11,20,8,6,10,14,11,14,12,12,11,17,16,11,10,14,13,12,9,15,10,10,16,12,13,9,7,10,14,10,11,8,11,3,12,8,3,7,6,3,3,4,6,5,4,7,1,2,3,4,2,3,1,2,3,3,3,3,3,2,-1,1,2,1,-1,4,2,1,1,1,-1,3,-1,1,2,1,1,1,2,1,-2,1,-71
-71,1,-3,1,-2,1,1,-8,1,1,-1,1,3,1,3,-1,1,-1,3,1,1,3,-2,1,2,4,3,3,1,2,3,3,3,8,6,6,2,3,3,2,2,6,6,13,3,3,8,8,10,4,7,9,10,9,9,11,13,16,11,9,13,7,13,17,10,9,19,15,16,3,11,16,8,15,10,14,10,17,11,12,16,12,11,17,8,16,8,10,10,8,21,11,10,4,13,8,16,11,8,7,7,11,9,5,5,3,6,4,3,3,8,5,6,3,-1,5,2,5,-1,1,2,3,3,4,2,2,3,-1,1,-1,3,2,2,3,-1,1,1,2,1,1,-1,2,1,1,1,3,-4,1,-70
