3.1415926,0.000#0.270#0.760#0.360#0.260#0.740#0.790#0.280#0.730#0.540#0.250#0.690#0.290#0.550,4.100e+01,-00006497,000005885,1,000000041,000000302,000000000,000000000
-50,1,-10,1,-12,2,1,-1,1,1,1,2,-1,1,-2,2,2,1,1,2,2,3,-1,1,2,2,3,2,2,-1,1,2,4,5,4,3,4,2,2,1,4,5,1,1,7,6,4,6,5,5,5,6,5,7,1,7,4,6,8,6,6,8,7,11,5,4,8,11,11,10,10,9,14,12,15,7,15,13,10,10,9,7,12,12,11,11,13,16,16,17,8,7,4,5,7,10,11,12,2,6,10,9,12,8,9,7,8,9,10,2,4,6,11,7,11,3,12,15,9,10,2,5,5,8,4,5,8,2,4,8,5,7,4,2,2,1,4,5,1,4,4,4,1,4,1,4,1,4,4,4,1,2,2,3,1,-1,1,2,-1,1,2,-6,1,1,-2,2,-9,1,-1,1,-6,1,-41
-50,1,-10,1,-12,1,2,1,-2,2,2,-1,1,-2,2,2,1,1,2,3,2,-1,1,2,2,3,2,1,1,1,2,3,6,3,4,4,2,3,-1,3,6,-1,2,6,7,4,6,2,8,6,5,7,5,1,7,6,4,10,4,10,4,12,6,3,6,9,10,12,9,10,9,14,12,12,10,16,12,12,8,9,7,14,10,13,9,12,16,21,13,6,9,4,5,4,13,11,12,3,5,6,13,12,8,10,6,5,12,9,3,5,5,11,7,9,5,17,10,9,10,5,2,5,8,4,5,7,3,4,8,6,6,3,3,3,-1,6,3,1,4,5,3,1,4,2,3,4,1,4,4,1,2,1,4,1,-1,1,2,-1,1,2,-5,1,-1,1,-1,1,1,-9,1,-1,1,-6,1,-41
-51,1,-8,1,-13,2,1,1,-2,2,1,1,1,-1,2,-1,2,1,1,2,3,2,1,-1,3,1,1,4,-1,2,1,2,6,3,3,4,3,3,2,1,5,4,1,1,5,8,6,4,3,7,5,6,7,5,7,1,4,5,8,7,10,4,10,7,4,5,8,12,9,12,9,10,12,13,12,11,14,14,13,7,7,9,10,14,15,7,13,15,23,11,7,8,6,3,7,10,11,12,5,3,11,8,11,9,7,9,8,9,5,7,3,6,9,10,4,10,13,14,10,9,4,3,6,7,2,7,5,5,9,3,6,6,2,4,2,1,4,5,4,1,3,5,3,2,3,2,4,1,5,3,1,2,3,2,-1,1,2,1,1,-1,1,1,-4,1,-1,1,-1,2,-10,1,1,-7,1,-41
-50,1,-10,1,-12,1,2,1,-2,2,2,-1,1,-2,2,2,1,1,2,3,2,-1,1,2,2,2,3,-1,2,2,1,3,6,3,4,3,3,3,-1,3,6,-1,2,5,8,4,6,1,9,4,7,6,6,2,6,6,4,9,5,10,4,13,5,3,6,8,11,9,12,11,8,11,15,9,13,15,13,13,7,7,9,12,12,10,12,12,16,20,14,7,8,5,4,4,13,11,12,4,4,6,13,12,8,8,8,5,12,8,4,4,6,9,9,8,6,17,10,11,8,4,3,7,6,3,6,7,3,5,7,6,6,2,4,3,-1,5,4,1,4,5,3,1,4,1,4,3,2,4,4,1,2,1,4,1,-1,2,1,-1,1,1,1,-4,1,-1,1,-1,1,1,-9,1,1,-7,1,-41
-50,1,-10,1,-12,1,2,1,-2,2,2,-1,1,-2,2,2,1,1,2,3,2,-1,1,2,2,3,2,1,1,1,2,3,6,3,4,4,2,3,-1,3,6,-1,2,6,7,4,6,2,8,6,5,6,6,1,7,6,4,9,5,10,4,12,6,2,7,9,10,12,9,10,9,13,13,12,10,17,11,12,8,10,6,14,10,13,9,12,16,20,14,6,9,4,5,4,13,11,12,3,5,6,13,12,8,10,6,5,12,10,2,5,5,11,7,9,5,18,9,9,10,5,2,5,8,4,5,7,3,4,8,6,6,3,3,3,-1,6,3,-1,5,5,3,1,4,2,3,4,1,4,4,1,2,1,4,1,-1,1,2,-1,1,2,-5,1,-1,1,-1,1,1,-9,1,-1,1,-6,1,-41
-51,1,-8,1,-13,2,1,1,-2,2,1,1,1,-1,2,-1,2,1,1,2,3,2,1,-1,3,1,2,3,-1,2,1,2,7,2,3,4,3,3,2,1,4,5,1,1,5,8,6,4,3,7,5,6,7,5,6,2,4,5,8,7,10,4,10,7,4,5,8,12,9,12,9,10,12,13,12,11,14,14,13,7,7,9,10,14,15,7,12,16,23,11,6,9,6,3,7,10,11,12,5,3,11,8,11,9,7,9,8,9,5,7,3,6,9,10,5,9,13,14,10,9,4,3,5,8,2,7,5,5,9,3,6,6,2,4,2,1,4,5,4,1,3,5,3,2,3,2,4,1,5,3,1,2,3,2,-1,1,2,1,1,-1,1,1,-4,1,-1,1,-1,2,-10,1,1,-7,1,-41
-51,1,-8,1,-13,2,1,1,-2,2,1,1,1,-1,2,-1,2,1,1,2,3,2,1,-1,3,1,1,4,-1,2,1,2,6,3,3,4,3,3,2,1,5,4,1,1,6,7,6,4,3,7,5,6,7,5,7,1,4,5,8,7,9,5,9,8,4,5,9,11,9,12,9,10,12,13,12,11,14,14,11,9,7,9,9,15,14,8,13,15,21,13,7,8,6,3,7,10,12,11,5,3,11,8,11,9,7,9,9,8,6,6,3,6,9,10,4,9,14,14,10,9,4,3,6,7,3,6,5,5,9,3,6,6,2,4,2,1,5,4,4,1,3,5,3,2,3,2,4,1,5,3,1,2,3,2,-1,1,2,1,1,-2,2,-4,1,-1,1,-1,2,-10,1,1,-8,1,-40
-50,1,-10,1,-12,1,2,1,-2,2,2,-1,1,-2,2,2,1,1,2,3,2,-1,1,2,2,3,2,-1,2,1,2,3,6,3,4,3,3,3,-1,3,6,-1,2,5,8,4,6,2,8,6,5,7,5,1,7,6,4,10,4,10,4,12,6,3,6,9,10,12,9,10,9,14,12,12,10,17,11,12,8,9,7,14,10,12,10,12,16,21,13,6,9,4,5,4,13,11,12,3,5,5,14,12,8,10,6,4,13,9,3,5,5,10,8,9,5,17,10,9,10,5,2,6,7,4,5,8,2,4,8,6,6,3,3,3,-1,6,3,1,4,5,3,1,4,2,3,4,1,4,4,1,2,1,4,1,-1,2,1,-1,1,2,-5,1,-1,1,-1,1,1,-9,1,-1,1,-6,1,-41
-51,1,-8,1,-13,2,1,1,-2,2,1,1,1,-1,2,-1,2,1,1,2,3,2,1,-1,3,1,2,3,-1,2,1,2,7,2,3,4,3,3,2,1,4,5,1,1,5,8,6,4,3,7,4,7,7,5,6,2,4,5,8,7,10,4,10,7,4,5,8,12,9,12,9,10,12,13,12,11,14,14,13,7,7,9,10,14,15,7,12,16,23,11,6,9,6,3,7,10,11,12,5,3,11,8,11,9,7,9,8,9,5,7,4,5,9,10,5,9,14,13,10,9,4,3,5,8,2,7,5,5,9,3,5,7,2,4,2,1,4,5,3,2,3,5,3,2,3,2,4,1,5,3,1,2,3,2,-1,1,2,1,1,-1,1,1,-4,1,-1,1,-1,2,-10,1,1,-7,1,-41
-51,1,-8,1,-13,1,2,1,-2,2,2,-1,1,-1,1,1,1,2,1,2,3,2,1,-1,2,2,1,4,-1,2,1,2,5,4,2,5,3,3,3,-1,4,5,-1,2,5,8,5,5,2,8,5,6,6,6,2,6,5,4,8,7,9,5,10,7,4,5,9,11,9,12,10,9,9,17,7,15,16,12,14,6,7,9,11,13,14,8,14,14,20,14,8,7,6,3,2,15,10,13,5,3,10,9,13,7,7,9,4,13,7,5,4,5,10,9,5,9,15,12,10,9,5,2,7,6,3,6,5,5,8,4,5,7,3,3,3,-1,4,5,2,3,4,4,2,3,1,4,3,2,5,3,1,2,2,3,-1,1,3,-2,1,1,1,-4,1,-1,1,-1,1,1,-9,1,1,-7,1,-41
-50,1,-10,1,-12,1,2,1,-2,2,2,-1,1,-2,2,2,1,1,2,3,2,-1,1,2,2,3,2,1,1,1,2,3,6,3,4,4,2,3,-1,3,6,-1,2,6,7,4,6,2,8,6,5,6,6,1,7,6,4,9,5,10,4,12,6,2,7,9,10,11,10,10,9,13,13,12,10,18,10,12,8,10,6,14,10,13,9,13,15,20,14,6,9,4,5,4,13,11,12,3,5,6,13,12,8,9,7,5,12,10,2,5,5,11,7,10,4,16,11,9,10,5,2,5,8,4,5,7,3,4,8,5,7,3,3,3,-1,6,3,-1,5,5,3,1,4,2,3,3,2,4,4,1,2,1,4,1,-1,1,2,-1,1,2,-5,1,-1,1,-1,1,1,-9,1,-1,1,-6,1,-41
-51,1,-8,1,-13,2,1,1,-2,2,1,1,1,-1,2,-1,2,1,1,2,3,2,1,-1,3,1,1,4,-1,2,1,2,7,2,3,4,3,3,2,1,5,4,1,1,5,8,5,5,3,7,5,6,7,5,3,5,5,4,8,7,8,6,10,7,4,5,8,12,10,11,9,10,13,12,11,12,15,13,13,7,7,9,11,13,14,8,14,14,24,10,7,8,6,3,3,14,11,12,5,3,11,8,10,10,6,10,7,10,5,7,4,5,11,8,5,9,14,13,10,9,4,3,5,8,3,6,5,5,9,3,6,6,2,4,2,1,4,5,3,2,3,5,3,2,2,3,4,1,4,4,1,2,3,2,-1,1,2,1,1,-1,1,1,-4,1,-1,1,-1,2,-10,1,1,-7,1,-41
-50,1,-10,1,-12,1,2,1,-2,2,2,-1,1,-2,2,2,1,1,2,3,2,-1,1,2,2,3,2,-1,2,1,2,3,6,3,4,3,3,3,-1,3,6,-1,2,5,8,4,6,2,8,5,6,6,6,1,7,6,4,10,4,10,4,12,6,3,6,8,11,11,10,10,9,14,12,12,10,18,10,12,8,9,7,13,11,12,10,12,16,21,13,6,9,4,5,4,13,11,12,3,5,5,14,11,9,10,6,4,13,9,3,5,5,11,7,8,6,18,9,9,10,5,2,6,7,4,5,8,2,4,8,6,6,3,3,3,-1,6,3,1,4,5,3,1,4,2,3,4,1,4,4,1,2,1,4,1,-1,2,1,-1,1,2,-5,1,-1,1,-1,1,1,-9,1,-1,1,-6,1,-41
-51,1,-8,1,-13,1,2,1,-2,2,2,-1,1,-1,1,1,1,2,1,2,3,2,1,-1,2,2,1,4,-1,2,1,2,5,4,2,5,3,3,3,-1,4,5,-1,2,5,8,6,4,2,8,5,6,7,5,2,6,5,4,8,7,9,5,10,7,5,4,9,11,8,13,10,9,9,17,7,15,16,12,14,6,7,9,11,13,14,8,14,14,20,14,8,7,7,2,2,15,10,13,5,3,10,9,13,7,7,9,4,13,7,5,4,5,10,9,5,9,15,12,10,9,5,2,7,6,3,6,5,5,8,4,5,7,2,4,3,-1,4,5,2,3,4,4,2,3,1,4,3,2,5,3,1,2,3,2,-1,1,3,-2,1,1,1,-4,1,-1,1,-1,1,1,-9,1,1,-7,1,-41
