3.1415926,0.000#0.110#0.100#0.050#0.800#0.060#0.070#0.090#0.760#0.080#0.010#0.030#0.790#0.750#0.730#0.740#0.770#0.780#0.810,1.000e+00,-00000210,000000234,0,000000001,000000444,000000000,000000000
-44,1,-12,1,-8,1,-11,1,-3,1,-5,1,1,-1,1,1,1,1,-8,1,-2,2,1,1,2,-1,4,2,-1,2,-3,3,-1,1,3,-1,1,1,1,4,4,1,2,3,3,3,2,3,4,3,1,2,1,1,2,-1,2,6,2,2,6,1,-1,5,5,1,2,6,3,4,2,1,5,5,4,3,3,3,4,1,8,12,2,1,4,5,6,3,6,6,8,2,2,7,2,5,5,7,5,5,7,3,5,16,7,5,5,7,6,9,6,9,6,6,10,9,1,8,10,4,4,6,7,6,9,8,4,8,5,3,7,9,3,5,5,3,5,7,10,4,7,7,5,5,5,6,3,3,6,9,3,3,3,9,3,4,10,10,5,3,4,5,5,2,8,5,2,3,5,5,4,3,3,3,1,5,4,7,1,4,6,4,3,6,-1,4,2,2,2,3,-1,2,1,3,1,4,1,4,-1,2,2,-1,2,2,2,-2,3,2,4,2,4,1,1,-1,2,2,-1,4,1,1,2,2,2,-6,1,1,1,-1,2,1,1,1,4,-1,1,-2,1,-2,1,1,-2,1,-1,1,-3,1,-6,1,-13,1,-5,1,-10,1,-62
-44,1,-13,1,-7,1,-11,1,-3,1,-5,1,1,-1,1,1,1,1,-8,1,-2,2,1,1,2,-1,4,2,-1,1,1,-2,3,-1,1,1,2,1,1,1,4,4,1,2,1,5,2,2,4,3,3,2,2,1,1,1,1,1,7,1,3,5,2,-1,5,4,2,2,4,5,4,2,1,3,7,3,4,3,3,3,2,6,13,2,2,4,5,5,4,6,6,7,3,2,6,3,4,5,7,5,6,4,5,6,16,7,4,6,7,6,9,5,10,6,6,9,9,2,7,10,5,4,6,6,6,6,12,4,7,4,4,8,8,3,5,6,3,4,7,10,5,5,7,6,6,4,5,5,3,6,8,4,3,3,7,5,2,10,11,6,3,2,7,5,1,9,5,2,3,5,5,3,2,4,4,1,5,1,10,1,4,6,2,5,4,2,3,3,2,2,3,-1,2,1,3,1,4,1,3,1,2,2,-1,2,1,3,-2,3,2,4,2,3,2,-1,1,1,3,-1,4,1,1,1,3,1,1,-5,1,1,1,-1,2,1,1,1,4,-1,1,-2,1,-2,1,1,-2,1,-1,1,-3,1,-6,1,-13,1,-5,1,-10,1,-62
-44,1,-13,1,-7,1,-11,1,-3,1,-5,1,1,-1,1,1,1,1,-8,1,-2,2,1,1,2,-1,4,2,-1,1,1,-2,3,-1,1,2,1,1,1,1,4,4,1,2,1,5,2,2,4,3,3,2,2,1,1,1,1,1,7,1,3,5,2,-1,5,4,2,2,4,5,4,2,1,4,6,3,4,3,3,3,2,6,13,2,2,4,5,6,3,6,6,7,3,2,6,3,4,5,7,5,6,4,5,6,16,7,4,6,7,6,9,5,10,6,6,9,9,2,7,10,5,4,6,6,6,6,12,4,7,4,4,8,8,3,5,6,3,4,7,10,5,5,7,6,6,4,5,5,3,6,9,3,3,3,7,5,3,9,11,6,3,3,6,5,1,9,5,2,3,5,5,3,2,4,4,1,5,1,10,1,4,6,2,5,4,2,3,3,2,2,3,-1,2,1,3,1,4,1,3,1,2,2,-1,2,1,3,-2,3,2,4,2,3,2,-1,1,1,3,-1,4,1,1,1,3,1,1,-5,1,1,1,-1,2,1,1,1,4,-1,1,-2,1,-2,1,1,-2,1,-1,1,-3,1,-6,1,-13,1,-5,1,-10,1,-62
-44,1,-12,1,-8,1,-11,1,-3,1,-5,1,1,-1,1,1,1,1,-8,1,-2,2,1,1,2,-1,4,2,-1,1,1,-2,3,-1,1,2,1,1,1,1,4,4,1,2,2,4,2,3,3,3,3,2,2,1,1,1,1,2,6,2,2,6,1,-1,5,4,2,2,6,3,4,2,1,5,5,4,3,3,3,4,1,7,12,3,1,4,5,6,3,6,6,7,3,2,6,3,4,6,7,4,6,4,6,5,16,7,4,6,7,6,9,5,10,6,6,10,8,2,7,10,5,4,6,6,7,5,12,4,8,4,3,8,8,4,4,6,3,5,7,9,5,5,8,6,5,5,6,3,3,6,9,3,3,3,8,4,3,10,11,5,3,4,5,5,1,9,5,2,3,5,5,4,2,3,4,1,5,3,8,1,4,6,4,3,4,2,3,3,2,2,3,-1,2,1,3,1,4,1,4,-1,2,2,-1,2,2,2,-2,3,2,4,2,4,1,1,-1,1,3,-1,4,1,1,2,2,1,1,-5,1,1,1,-1,2,1,1,1,4,-1,1,-2,1,-2,1,1,-2,1,-1,1,-3,1,-6,1,-13,1,-5,1,-10,1,-62
-45,1,-12,1,-8,1,-11,1,-3,1,-4,1,-1,1,1,-1,1,2,-9,1,-2,2,2,1,1,1,3,2,-1,2,-2,2,1,-1,2,2,-1,2,-1,2,5,2,2,1,4,3,3,2,3,3,3,2,2,-1,1,2,1,1,7,2,2,5,1,2,3,5,1,3,5,4,4,1,1,6,4,4,3,3,6,1,1,11,9,3,1,4,7,4,5,5,7,5,3,2,7,1,6,5,7,4,6,6,4,7,14,8,4,8,4,6,10,6,9,6,8,8,7,3,8,10,3,5,5,9,3,11,7,6,6,5,4,7,9,3,4,5,4,5,5,10,4,8,6,7,4,5,7,1,4,8,6,4,4,4,7,2,6,8,12,3,3,6,4,4,5,7,5,-1,4,4,8,1,3,3,3,2,4,5,6,1,5,5,5,2,6,2,2,2,2,4,1,-1,3,1,3,-1,4,2,3,-1,2,2,-1,2,3,1,-1,1,2,2,5,1,5,-1,1,-1,3,1,1,3,1,1,2,2,2,-6,1,2,-2,2,1,1,1,4,-1,1,-1,1,-2,1,-1,1,-2,1,-1,1,-3,1,-6,1,-13,1,-5,1,-10,1,-61
-44,1,-13,1,-7,1,-11,1,-3,1,-5,1,1,-1,1,1,1,1,-8,1,-2,2,1,1,2,-1,4,2,-1,1,1,-2,3,-1,1,2,1,1,1,1,4,4,1,2,1,5,2,2,4,3,3,2,2,1,1,1,1,2,6,2,2,6,1,-1,5,4,2,2,6,3,4,2,1,5,5,4,3,3,3,4,1,6,13,3,1,4,5,6,3,6,6,7,3,2,6,3,4,6,7,4,6,4,6,5,16,7,4,6,7,6,9,5,10,6,6,10,8,2,7,10,5,4,6,6,7,5,12,4,8,4,3,8,8,4,4,6,3,5,7,9,5,5,7,7,5,5,6,3,3,6,9,3,3,3,8,4,3,10,10,6,3,4,5,5,1,9,5,2,3,5,5,4,2,3,4,1,5,2,9,1,4,6,3,4,4,2,3,3,2,2,3,-1,2,1,3,1,4,1,4,-1,2,2,-1,2,1,3,-2,3,2,4,2,4,1,1,-1,1,3,-1,4,1,1,2,2,1,1,-5,1,1,1,-1,2,1,1,1,4,-1,1,-2,1,-2,1,1,-2,1,-1,1,-3,1,-6,1,-13,1,-5,1,-10,1,-62
-44,1,-13,1,-7,1,-11,1,-3,1,-5,1,1,-1,1,1,1,1,-8,1,-2,2,1,1,2,-1,4,2,-1,1,1,-2,3,-1,1,2,1,1,1,1,4,4,1,2,1,5,2,2,4,3,3,2,2,1,1,1,1,2,6,2,2,5,2,-1,5,4,2,2,5,4,4,2,1,4,6,4,3,3,3,4,1,6,13,3,1,4,5,6,3,6,6,7,3,2,6,3,4,6,7,4,6,4,6,5,16,7,4,6,7,6,9,5,10,6,6,10,8,2,7,10,5,4,6,6,7,5,12,4,8,3,4,8,8,4,4,6,3,5,7,9,5,5,7,7,5,5,4,5,3,6,9,3,3,3,8,4,3,10,10,6,3,3,6,5,1,9,5,2,3,5,5,4,2,3,4,1,5,2,9,1,4,6,3,4,4,2,3,3,2,2,3,-1,2,1,3,1,4,1,3,1,2,2,-1,2,1,3,-2,3,2,4,2,4,1,1,-1,1,3,-1,4,1,1,2,2,1,1,-5,1,1,1,-1,2,1,1,1,4,-1,1,-2,1,-2,1,1,-2,1,-1,1,-3,1,-6,1,-13,1,-5,1,-10,1,-62
-44,1,-13,1,-7,1,-11,1,-3,1,-5,1,1,-1,1,1,1,1,-8,1,-2,2,1,1,2,-1,4,2,-1,1,1,-2,3,-1,1,2,1,1,1,1,4,4,1,2,1,5,2,2,4,3,3,2,2,1,1,1,1,1,7,1,3,5,2,-1,5,4,2,2,5,4,4,2,1,4,6,3,4,3,3,3,2,6,13,2,2,4,5,6,3,6,6,7,3,2,6,3,4,6,6,5,6,4,5,6,16,7,4,6,7,6,9,5,10,6,6,9,9,2,7,10,5,4,6,6,6,6,12,4,7,4,4,8,8,4,4,6,3,4,8,9,5,5,7,7,5,5,4,5,3,6,9,3,3,3,7,5,3,9,11,6,3,3,6,5,1,9,5,2,3,5,5,3,3,3,4,1,5,2,9,1,4,6,2,5,4,2,3,3,2,2,3,-1,2,1,3,1,4,1,3,1,2,2,-1,2,1,3,-2,3,2,4,2,3,2,-1,1,1,3,-1,4,1,1,1,3,1,1,-5,1,1,1,-1,2,1,1,1,4,-1,1,-2,1,-2,1,1,-2,1,-1,1,-3,1,-6,1,-13,1,-5,1,-10,1,-62
-45,1,-12,1,-8,1,-11,1,-3,1,-4,1,-1,1,1,-1,1,2,-9,1,-2,2,2,1,1,1,3,2,-1,2,-2,2,1,1,1,2,-1,2,-1,3,4,2,3,-1,4,3,3,2,3,3,3,3,1,-1,1,2,1,1,7,2,2,5,1,3,2,5,1,3,6,3,5,-1,1,6,4,5,2,3,6,1,1,11,9,3,1,6,5,4,5,5,8,4,3,2,7,1,6,5,7,5,5,6,4,7,14,9,3,8,5,7,9,5,9,6,9,7,7,4,7,11,2,5,5,10,3,10,7,6,6,5,5,6,9,3,4,5,4,5,6,9,5,7,6,7,4,5,7,1,4,8,6,4,4,5,7,1,6,9,11,3,4,5,4,4,5,7,5,-1,4,4,8,2,3,2,3,3,3,5,6,1,5,5,5,2,6,2,2,2,2,4,1,-1,3,1,3,-1,4,2,3,-1,2,2,-1,2,3,1,-1,1,3,1,6,-1,5,-1,1,-1,3,1,1,3,1,1,2,2,2,-6,1,2,-2,2,1,1,2,3,-1,1,-1,1,-2,1,-1,1,-2,1,-1,1,-3,1,-6,1,-13,1,-5,1,-10,1,-61
-44,1,-13,1,-7,1,-11,1,-3,1,-5,1,1,-1,1,1,1,1,-8,1,-2,2,1,1,2,-1,4,2,-1,1,1,-2,3,-1,1,2,1,1,1,1,4,4,1,2,1,5,2,2,4,3,3,2,2,1,1,1,1,2,6,2,2,5,2,-1,5,4,2,2,5,4,4,2,1,4,6,4,3,3,3,3,2,6,13,2,2,4,5,6,3,6,6,7,3,2,6,3,4,6,6,5,6,4,5,6,16,7,4,6,7,6,9,5,10,6,6,10,8,2,7,10,5,4,6,6,7,5,12,4,7,4,4,8,8,4,4,6,3,4,8,9,5,5,7,7,5,5,4,5,3,6,9,3,3,3,8,4,3,10,10,6,3,3,6,5,1,9,5,2,3,5,5,4,2,3,4,1,5,2,9,1,4,6,3,4,4,2,3,3,2,2,3,-1,2,1,3,1,4,1,3,1,2,2,-1,2,1,3,-2,3,2,4,2,4,1,1,-1,1,3,-1,4,1,1,1,3,1,1,-5,1,1,1,-1,2,1,1,1,4,-1,1,-2,1,-2,1,1,-2,1,-1,1,-3,1,-6,1,-13,1,-5,1,-10,1,-62
-44,1,-12,1,-8,1,-11,1,-3,1,-5,1,1,-1,1,1,1,1,-8,1,-2,2,1,1,2,-1,4,2,-1,2,-3,3,-1,1,2,1,1,1,1,4,4,1,2,3,3,3,2,3,4,3,1,2,1,1,2,-1,2,6,2,2,6,1,-1,5,5,1,2,6,3,4,2,1,5,5,4,3,3,3,4,1,8,12,2,1,4,5,6,3,6,6,8,2,2,7,2,5,5,7,5,5,7,3,5,16,7,5,5,7,6,9,6,9,6,6,10,9,1,8,10,4,4,6,7,6,9,8,4,8,5,3,7,9,3,5,5,3,5,7,10,4,7,6,6,5,5,6,3,3,6,9,3,3,3,9,3,4,9,11,5,3,4,5,5,2,8,5,2,3,5,5,4,3,3,3,1,5,4,7,1,4,6,4,3,4,2,4,2,2,2,3,-1,2,1,3,1,4,1,4,-1,2,2,-1,2,2,2,-2,3,2,4,2,4,1,1,-1,2,2,-1,4,1,1,2,2,1,1,-5,1,1,1,-1,2,1,1,1,4,-1,1,-2,1,-2,1,1,-2,1,-1,1,-3,1,-6,1,-13,1,-5,1,-10,1,-62
