3.1415926,0.000#0.730#0.770#0.780#0.320#0.720#0.750#0.760#0.290#0.740#0.350#0.360#0.790#0.190#0.800#0.250#0.280,5.300e+01,-00007913,000008199,1,000000053,000000304,000000000,000000000
-77,2,-2,1,1,-6,1,-2,1,1,-2,3,-1,2,2,-1,3,3,6,2,2,2,5,-1,5,3,5,4,2,5,7,3,6,4,7,9,5,8,12,7,7,14,11,9,10,13,9,15,9,6,13,10,9,14,8,11,20,8,9,13,13,9,10,9,12,9,15,17,16,9,19,15,10,16,20,13,13,10,10,11,17,9,14,14,13,7,8,9,7,10,1,10,10,10,7,12,4,3,3,9,2,2,5,3,4,3,1,1,1,6,2,1,3,3,1,2,1,-1,2,1,2,1,-1,2,-1,1,-1,1,-3,2,-10,1,-1,1,-75
-76,2,-4,2,-7,1,1,-1,1,-1,3,-1,1,1,-1,2,4,2,3,5,1,3,1,4,1,7,1,8,3,4,3,7,3,7,11,5,7,6,10,9,13,8,8,12,15,8,7,17,7,8,9,14,13,10,10,9,8,20,12,10,9,12,10,10,13,8,15,17,11,14,17,17,12,14,16,17,12,11,8,13,12,13,13,16,12,8,10,7,7,10,6,5,9,11,10,9,4,3,8,4,-1,4,3,5,5,2,-1,2,3,4,1,2,4,2,1,2,-1,1,1,2,2,1,1,1,1,-2,1,-3,2,-11,1,-1,1,-74
-76,2,-4,2,-7,1,1,-1,1,-1,3,-1,2,-2,2,4,2,3,5,1,3,-1,5,1,7,2,7,3,4,3,7,3,7,10,6,7,6,9,10,13,8,7,13,14,9,7,17,6,9,8,15,12,11,10,9,8,20,13,9,9,12,11,9,13,8,16,16,11,14,16,18,11,15,14,19,12,11,9,12,14,11,14,14,12,9,10,7,8,9,6,5,11,9,10,9,4,3,9,3,-1,4,3,5,5,2,1,1,3,4,1,2,4,2,1,2,-1,1,1,2,1,2,1,1,1,-2,1,-3,2,-11,1,-1,1,-74
-76,2,-4,2,-7,1,1,-1,1,-1,3,-1,2,-2,2,4,2,3,5,1,3,-1,5,1,7,2,7,3,4,3,7,3,7,10,6,7,6,9,10,12,9,7,13,15,8,7,17,6,9,9,14,12,11,10,9,8,20,13,9,10,11,11,9,13,8,17,15,11,14,17,17,11,15,14,19,12,11,9,12,13,12,12,16,11,10,10,7,8,9,6,5,11,9,10,9,4,3,9,3,-1,4,3,5,5,2,1,1,3,4,1,2,4,2,1,2,-1,1,1,2,1,2,1,1,1,-2,1,-3,2,-11,1,-1,1,-74
-77,2,-3,2,-7,1,-1,1,1,-2,3,1,1,-1,2,5,1,7,1,2,2,1,4,2,6,3,6,4,3,5,5,4,6,13,3,6,7,10,9,10,11,10,10,16,7,10,14,9,6,13,10,12,11,16,3,14,14,10,12,10,11,14,6,12,9,16,16,16,9,21,13,11,15,20,13,11,12,7,14,14,12,14,14,12,8,7,10,10,7,4,7,10,10,9,10,6,1,6,6,2,2,3,5,5,2,-1,2,4,3,1,2,3,3,-1,3,1,-1,2,1,3,-2,2,-1,1,-1,1,-3,2,-10,1,-2,1,-74
-76,2,-4,2,-7,1,1,-1,1,-1,3,-1,1,1,-1,2,4,2,3,5,1,3,1,4,1,7,1,8,3,4,3,7,3,7,11,5,6,7,10,9,13,8,8,12,15,8,8,16,7,8,9,14,13,10,10,9,8,20,12,10,8,13,10,10,13,8,15,17,11,14,17,17,12,14,17,16,12,11,8,13,12,13,13,16,13,7,10,7,7,10,6,5,9,11,10,9,4,3,8,4,-1,4,3,5,5,2,-1,2,3,4,1,2,4,2,1,2,-1,1,2,1,2,1,1,1,1,-2,1,-3,2,-11,1,-1,1,-74
-76,2,-4,2,-7,1,1,-1,1,-1,3,-1,2,-2,2,4,2,3,5,1,3,1,4,1,7,2,7,3,4,3,7,3,7,10,6,7,6,10,9,13,8,7,13,15,8,7,17,7,8,9,14,12,11,10,9,8,20,12,10,9,12,11,9,13,8,15,17,11,14,17,17,12,14,14,19,12,11,8,13,13,12,14,14,13,8,10,7,8,9,6,5,9,11,10,9,4,3,8,4,-1,4,3,5,5,2,-1,2,3,4,1,2,4,2,1,2,-1,1,1,2,2,1,1,1,1,-2,1,-3,2,-11,1,-1,1,-74
-76,2,-4,2,-7,1,1,-1,1,-1,3,-1,2,-2,2,4,2,3,5,1,3,-1,5,1,7,2,7,3,4,3,7,3,7,10,6,7,6,9,10,13,8,7,13,14,9,7,17,6,9,9,14,12,11,10,9,8,20,13,9,9,12,11,9,13,8,15,17,11,14,17,17,12,14,14,19,12,11,8,13,14,11,14,14,12,9,10,7,8,9,6,5,10,10,10,9,4,3,9,3,-1,4,3,5,5,2,1,1,3,4,1,2,4,2,1,2,-1,1,1,2,2,1,1,1,1,-2,1,-3,2,-11,1,-1,1,-74
-77,2,-3,2,-7,1,-1,1,1,-2,3,1,1,1,1,5,1,7,1,2,2,1,4,3,5,3,6,4,3,5,5,4,6,13,3,6,7,10,9,9,12,10,10,16,7,10,14,8,7,13,10,12,11,13,6,13,15,10,12,10,11,15,5,12,9,15,17,16,9,21,13,12,14,21,12,11,12,7,14,14,12,14,14,13,7,8,9,10,7,3,8,10,10,10,9,6,1,6,6,2,2,3,5,5,2,-1,2,4,3,1,2,3,3,-1,3,1,-1,1,2,3,-2,2,-1,1,-1,1,-3,2,-10,1,-2,1,-74
-76,2,-4,2,-7,1,1,-1,1,-1,3,-1,1,1,-1,2,4,2,3,5,1,3,1,4,1,7,1,8,3,4,3,7,3,7,11,5,7,6,10,9,13,8,7,13,15,8,7,17,7,8,9,14,13,10,10,9,8,20,12,10,9,12,11,9,13,8,15,17,11,14,17,17,12,14,16,17,12,11,8,13,13,12,14,14,13,8,10,7,8,9,6,5,9,11,10,9,4,3,8,4,-1,4,3,5,5,2,-1,2,3,4,1,2,4,2,1,2,-1,1,1,2,2,1,1,1,1,-2,1,-3,2,-11,1,-1,1,-74
-77,2,-3,2,-7,1,-1,1,1,-2,3,1,1,-1,2,4,2,7,1,2,2,1,4,2,6,3,6,4,3,5,5,4,6,13,3,6,7,10,9,11,10,9,11,15,8,11,13,9,6,13,10,12,11,16,3,14,14,9,13,10,11,13,7,12,9,17,15,15,10,22,12,11,15,20,13,11,12,7,14,13,13,14,14,12,8,7,10,11,6,4,7,10,10,10,9,6,1,6,6,2,2,3,5,4,3,-1,2,4,3,1,2,3,3,-1,3,1,-1,2,1,3,-2,2,-1,1,-1,1,-3,2,-10,1,-2,1,-74
-77,2,-3,2,-7,1,-1,1,1,-2,3,1,1,-1,2,4,2,7,1,2,2,1,4,2,6,3,6,4,3,5,5,4,6,13,3,6,7,10,9,11,10,9,11,15,8,11,13,8,7,13,10,12,11,16,3,14,14,8,14,10,11,13,7,13,8,18,14,15,10,22,12,11,15,19,14,11,12,7,14,13,13,14,14,12,8,7,10,11,6,4,7,9,11,10,9,6,1,6,6,2,2,3,5,4,3,-1,2,4,3,1,2,4,2,-1,3,1,-1,2,1,3,-2,2,-1,1,-1,1,-3,2,-10,1,-2,1,-74
-76,2,-4,2,-7,1,1,-1,1,-1,3,-1,2,-2,2,4,2,3,5,1,3,-1,5,1,7,2,7,4,3,3,7,3,7,10,6,7,6,9,10,12,9,7,13,15,8,9,15,6,9,9,14,12,11,10,9,8,20,13,9,9,12,11,9,13,8,17,15,11,14,17,17,11,15,14,19,12,11,9,12,13,12,12,16,11,10,10,7,8,9,7,4,11,9,10,9,4,3,9,3,1,3,3,5,5,2,1,1,3,4,1,2,4,2,1,2,-1,1,1,2,1,2,1,1,1,-2,1,-3,2,-11,1,-1,1,-74
-77,2,-3,2,-7,1,-1,1,1,-2,3,1,1,1,1,5,1,7,1,2,2,2,3,3,5,4,5,4,3,6,4,4,6,11,5,5,8,12,7,8,13,11,9,13,10,10,14,8,7,13,10,10,13,12,7,14,14,9,13,11,11,11,8,12,9,17,15,14,11,21,13,10,16,23,10,13,10,8,13,17,9,16,12,12,8,7,10,8,9,1,10,11,9,11,8,6,1,5,7,2,2,4,4,4,3,-1,2,3,4,2,1,3,3,1,2,1,-1,2,1,2,1,-1,2,-1,1,-1,1,-3,2,-10,1,-2,1,-74
-76,2,-4,2,-7,1,1,-1,1,-1,3,-1,2,-2,2,4,2,3,5,1,3,-1,5,1,7,2,7,4,3,3,7,3,7,10,6,7,6,10,9,12,9,6,14,15,8,9,15,6,9,9,14,11,12,11,8,8,20,13,9,9,12,11,9,13,8,17,15,11,14,17,17,11,15,14,19,12,11,9,12,13,12,12,16,11,10,10,7,8,9,7,4,11,9,10,9,4,3,9,3,1,3,3,5,5,2,1,1,3,4,1,2,4,2,1,2,-1,1,1,2,1,2,1,1,1,-2,1,-2,1,1,-11,1,-1,1,-74
-77,2,-3,2,-7,1,-1,1,1,-2,3,1,1,1,1,5,1,7,1,2,2,1,4,3,5,3,6,4,3,5,5,4,6,12,4,5,8,12,7,8,13,11,9,14,9,10,14,8,7,12,11,10,13,13,6,13,15,10,12,11,10,15,5,13,8,15,17,16,9,19,15,11,15,21,12,12,11,9,12,16,10,14,14,12,8,8,9,8,9,3,8,9,11,9,10,6,1,6,6,2,2,4,4,5,2,-1,2,4,3,1,2,3,3,1,2,1,-1,2,1,2,1,-1,2,-1,1,-1,1,-3,2,-10,1,-2,1,-74
-77,2,-3,2,-7,1,-1,1,1,-2,3,1,1,1,1,5,1,7,1,2,2,1,4,3,5,3,6,4,3,5,5,4,6,13,3,6,7,10,9,8,13,10,10,16,7,10,14,8,7,13,10,12,11,12,7,13,15,10,12,11,10,15,5,13,8,15,17,16,9,21,13,11,15,20,13,11,12,7,14,15,11,14,14,13,7,8,9,9,8,3,8,9,11,9,10,6,1,6,6,2,2,4,4,5,2,-1,2,4,3,1,2,3,3,-1,3,1,-1,1,2,2,1,-1,2,-1,1,-1,1,-3,2,-10,1,-2,1,-74
