3.1415926,0.000#0.010#0.020#0.040#0.060#0.050#0.110#0.120#0.130#0.030,2.000e+00,-00000341,000000335,1,000000002,000000338,000000000,000000000
-79,1,-2,1,-2,2,-10,1,-7,1,2,-1,1,-5,2,3,2,1,2,2,2,2,1,1,2,1,5,3,2,4,4,5,7,5,8,4,6,7,5,9,8,5,6,5,11,10,9,5,9,10,13,8,12,16,18,14,11,12,10,10,10,9,8,17,16,13,17,18,16,15,16,13,19,7,18,15,15,12,12,12,14,20,10,8,23,8,8,6,11,11,8,7,9,14,7,12,12,11,7,6,7,5,5,5,6,6,12,9,4,5,5,4,3,3,3,2,3,3,3,3,1,2,3,1,-1,1,-1,1,1,1,-1,2,1,1,1,-1,1,-17,1,-84
-79,1,-2,1,-2,2,-10,1,-7,1,2,-1,1,-5,2,3,2,1,2,2,2,2,1,1,2,1,5,3,2,4,4,5,7,5,8,4,6,7,5,9,8,5,6,5,11,10,9,5,9,10,13,8,11,14,21,13,12,12,10,11,9,8,9,17,16,13,17,19,15,14,17,13,18,8,18,15,15,12,12,12,14,20,10,8,23,8,8,6,10,12,8,7,9,14,7,12,12,11,7,6,7,5,5,5,6,6,12,9,4,5,5,4,3,3,3,2,3,3,3,3,1,2,3,1,-1,1,-1,1,1,1,-1,2,1,1,1,-1,1,-17,1,-84
-79,1,-2,1,-2,2,-10,1,-7,1,2,-1,1,-5,2,3,2,1,2,1,3,2,1,1,2,1,5,3,2,3,5,5,7,5,8,4,6,7,5,9,8,5,6,5,11,10,9,5,9,10,13,8,11,14,21,13,12,12,10,11,9,8,9,17,16,13,17,19,14,15,17,14,17,8,18,16,14,12,12,12,13,21,10,8,23,8,8,6,9,13,8,7,9,14,7,12,12,11,7,5,8,5,5,5,6,6,12,8,5,5,4,5,3,2,4,2,3,3,3,3,1,2,3,1,-1,1,-1,1,1,1,-1,2,1,1,1,-1,1,-17,1,-84
-79,1,-2,1,-2,2,-10,1,-7,1,2,1,-6,2,3,2,1,2,1,3,2,1,1,2,1,5,3,2,3,5,5,7,4,9,4,6,6,6,9,8,5,6,5,11,9,10,5,9,10,13,8,11,14,21,13,12,12,10,11,9,8,9,18,14,14,17,20,12,16,17,12,18,9,18,15,15,11,13,13,12,21,9,10,22,8,8,6,9,13,8,7,9,14,7,12,12,11,7,5,8,5,5,5,6,7,11,8,5,5,4,5,3,2,4,2,3,3,3,3,1,2,3,1,-1,1,-1,1,1,1,-1,2,1,1,1,-1,1,-17,1,-84
-79,1,-2,1,-2,2,-10,1,-7,2,1,1,-6,2,3,2,1,2,1,2,3,1,1,2,1,5,3,2,3,5,5,7,4,9,4,6,6,5,11,7,4,7,5,11,9,10,5,9,10,13,8,11,14,21,12,13,11,11,10,9,9,9,18,13,15,17,20,11,17,17,12,18,8,19,15,15,11,13,13,11,21,10,9,23,8,7,7,9,12,9,7,9,14,7,12,12,10,8,5,8,5,5,5,6,6,12,8,5,5,4,5,3,2,4,2,3,4,2,3,1,2,3,1,-1,1,-1,1,1,1,-1,2,1,1,1,-1,1,-17,1,-84
-79,1,-2,1,-2,2,-10,1,-7,2,1,1,-6,2,3,2,1,2,1,2,3,1,1,2,1,5,3,2,3,5,5,7,4,9,4,6,6,6,10,7,4,7,5,11,9,10,5,9,10,13,8,11,14,21,13,12,12,10,11,8,9,9,18,14,14,17,20,11,17,17,12,18,8,19,15,15,11,13,13,11,22,9,10,22,8,8,6,9,12,9,7,9,14,7,12,12,10,8,5,8,5,5,5,6,6,12,8,5,5,4,5,3,2,4,2,3,3,3,3,1,2,3,1,-1,1,-1,1,1,1,-1,2,1,1,1,-1,1,-17,1,-84
-79,1,-2,1,-2,2,-10,1,-7,1,2,1,-5,1,1,3,2,-1,3,1,2,2,2,1,2,2,3,3,3,3,5,5,7,4,9,5,5,6,4,11,8,4,7,4,12,9,10,5,8,10,14,9,9,14,22,13,12,13,9,9,9,10,9,18,13,13,19,19,12,17,17,12,17,9,19,13,16,12,12,14,10,21,11,9,22,10,5,9,8,10,11,7,9,13,8,11,13,10,8,5,8,4,6,5,6,6,12,8,5,5,3,5,4,2,3,3,3,4,2,3,1,3,2,-1,1,1,-1,1,1,1,-1,2,1,1,1,-1,1,-17,1,-84
-79,1,-2,1,-2,2,-10,1,-7,1,2,1,-5,1,1,3,2,-1,3,1,2,2,2,1,2,2,3,3,3,3,5,5,7,4,9,5,5,6,4,11,8,4,7,4,12,9,10,5,8,10,14,9,9,14,21,14,12,13,9,9,9,10,9,19,12,13,19,19,12,17,17,12,17,9,19,13,16,12,12,14,10,21,11,9,22,10,5,8,9,10,11,7,9,11,10,11,13,10,8,5,8,4,6,5,5,7,12,8,5,5,3,5,4,2,3,3,3,4,2,3,1,3,2,-1,1,1,-1,1,1,1,-1,2,1,1,1,-1,1,-17,1,-84
-79,1,-2,1,-2,2,-10,1,-7,1,2,1,-5,1,1,3,2,1,2,1,2,2,2,1,2,2,3,3,3,3,5,5,7,4,9,5,5,6,4,11,8,4,7,4,12,9,10,5,8,10,14,9,9,14,21,14,12,13,9,9,9,10,9,19,12,13,19,19,12,17,17,11,17,9,20,13,16,12,12,14,10,21,11,10,21,10,5,8,9,10,11,7,9,11,10,11,13,10,8,5,8,4,6,5,5,7,12,8,5,4,4,5,4,2,3,3,3,4,2,3,1,3,2,-1,1,1,-1,1,1,1,-1,2,1,1,1,-1,1,-17,1,-84
-79,1,-2,1,-2,2,-10,1,-7,1,2,1,-6,2,3,2,1,2,1,3,2,1,1,2,1,5,3,2,3,5,5,7,5,8,4,6,6,6,9,8,5,6,5,11,10,9,5,9,10,13,8,11,14,21,13,12,12,10,11,9,8,9,17,16,13,17,20,12,16,17,13,17,9,18,16,14,11,13,13,12,21,9,10,22,8,8,6,9,13,8,7,9,14,7,12,12,11,7,5,8,5,5,5,6,7,11,8,5,5,4,5,3,2,4,2,3,3,3,3,1,2,3,1,-1,1,-1,1,1,1,-1,2,1,1,1,-1,1,-17,1,-84
