3.1415926,0.000#0.670#0.660#0.760#0.650#0.750#0.250#0.260#0.680#0.740#0.770#0.850#0.690#0.730#0.630#0.780#0.830,2.000e+00,-00000314,000000326,1,000000002,000000320,000000000,000000000
-68,1,-11,1,1,-4,1,-9,1,-2,1,1,1,-1,1,1,2,-1,1,1,1,5,1,8,7,-1,4,4,3,3,2,4,6,4,9,6,3,9,8,3,7,14,7,9,14,5,9,15,11,19,10,10,8,10,17,13,8,14,11,19,12,13,14,13,11,20,8,11,7,15,17,17,9,9,7,13,10,9,16,12,12,8,12,7,7,14,10,13,17,10,8,8,8,8,6,7,9,9,7,6,1,4,1,4,5,5,5,3,4,-1,3,4,2,1,4,1,-1,2,2,2,3,1,2,-1,1,1,2,2,2,1,1,-4,1,1,-12,1,1,-80
-68,1,-11,1,1,-5,1,-9,1,-2,1,2,1,-1,2,1,-1,1,-1,2,3,2,6,10,1,2,5,1,2,5,4,2,9,7,6,2,10,8,6,2,12,10,9,10,11,6,11,14,17,12,11,7,12,13,14,11,11,13,16,11,15,12,16,14,11,16,10,7,14,15,14,15,8,9,10,12,9,13,15,12,6,13,10,5,10,16,12,12,13,7,10,7,9,5,8,7,8,11,4,5,1,4,4,4,5,5,6,1,4,-1,4,1,1,4,1,1,1,1,5,2,1,2,-2,2,2,-1,4,1,1,-5,2,-12,1,-1,1,-79
-68,1,-11,1,1,-5,1,-9,1,-2,1,2,1,-1,2,1,-1,1,-1,2,3,2,6,10,1,2,5,1,3,4,3,3,9,7,6,2,10,8,6,2,12,10,9,10,11,6,11,14,16,13,11,7,12,13,14,11,11,13,15,13,14,12,16,14,11,16,10,7,16,13,14,15,8,9,9,13,9,13,15,12,6,13,10,5,10,16,12,13,12,7,10,8,8,5,8,7,8,11,4,5,1,4,4,5,4,5,6,1,4,-1,4,1,1,4,1,1,1,1,5,2,1,2,-2,2,2,-1,4,1,1,-5,2,-12,1,-1,1,-79
-68,1,-11,1,1,-5,1,-9,1,-2,1,2,1,-1,2,1,-1,1,-1,2,3,2,5,10,2,2,4,2,2,5,4,2,10,4,8,2,8,10,4,3,12,9,11,9,11,7,10,14,16,13,10,8,13,11,14,13,9,15,13,13,16,12,15,12,11,18,10,8,13,15,15,15,8,9,9,13,12,9,17,11,6,12,11,5,10,16,10,13,13,8,10,7,7,7,8,7,8,10,4,6,1,4,4,4,5,4,7,1,4,-1,3,2,1,4,1,1,-1,2,5,1,2,2,-2,2,2,-1,2,3,1,-5,2,-13,1,1,-79
-68,1,-11,1,1,-5,1,-9,1,-2,1,2,1,-1,2,1,-1,1,-1,2,3,2,6,10,1,2,5,1,3,4,3,3,9,7,7,1,11,7,6,2,12,10,9,10,11,6,11,14,16,13,11,7,11,14,14,11,12,12,15,14,13,12,16,14,11,16,10,7,17,12,12,17,8,9,9,13,9,13,14,13,6,13,10,5,11,15,12,13,12,7,10,8,8,5,8,7,8,11,4,5,1,4,3,6,4,5,6,1,4,-1,4,1,1,4,1,1,1,1,5,2,1,2,-2,2,2,-1,4,1,1,-5,2,-12,1,-1,1,-79
-68,1,-11,1,1,-5,1,-9,1,-2,1,2,1,-1,2,1,-1,1,-1,2,3,2,5,10,2,2,4,2,2,5,4,2,10,4,8,2,9,9,4,3,12,9,11,9,11,7,10,15,15,13,10,8,13,11,14,13,9,15,13,13,16,12,14,13,13,16,10,8,13,15,15,15,8,9,9,13,12,9,17,11,6,12,11,5,10,16,10,13,13,8,10,7,7,7,8,7,8,11,3,6,1,4,4,4,5,4,6,2,4,-1,3,2,1,4,1,1,-1,2,5,1,2,2,-2,2,2,-1,2,3,1,-5,2,-13,1,1,-79
-68,1,-11,1,1,-4,1,-9,1,-3,2,1,-1,1,1,2,-1,1,-1,2,5,-1,6,10,1,2,4,3,3,3,2,8,7,5,8,1,8,10,3,6,12,10,7,14,8,7,13,13,21,7,11,6,11,17,13,9,14,11,21,11,12,12,16,11,17,11,8,8,14,18,16,10,11,6,11,12,7,17,12,13,8,10,10,7,10,14,13,14,10,8,8,8,8,8,7,10,7,9,4,3,4,1,5,4,4,6,4,3,-1,3,4,2,-1,5,-1,1,2,2,3,2,-1,3,-1,1,1,2,1,3,1,1,-5,2,-12,1,-1,1,-79
-68,1,-11,1,1,-4,1,-9,1,-3,2,1,-1,1,1,2,-1,1,-1,2,5,-1,6,10,1,2,4,3,3,3,2,8,7,5,8,1,8,10,3,6,12,10,7,14,8,7,13,13,21,7,11,6,12,16,14,8,14,11,21,11,12,12,15,12,17,11,8,8,14,18,16,10,11,6,11,12,7,17,12,13,8,10,10,7,9,15,13,14,10,8,8,8,8,8,7,10,7,9,4,3,4,1,5,4,4,6,4,3,-1,3,4,2,-1,5,-1,1,2,2,3,2,-1,3,-1,1,1,2,1,3,1,1,-5,2,-12,1,-1,1,-79
-68,1,-11,1,1,-5,1,-9,1,-2,1,2,1,-1,2,1,-1,1,-1,2,3,2,5,11,1,2,5,1,2,5,4,2,9,7,6,2,10,8,5,3,12,10,9,10,11,6,11,14,17,12,10,8,12,12,15,11,11,13,14,13,15,12,16,14,12,15,9,8,14,15,14,15,8,9,10,12,10,12,15,12,6,13,10,5,10,16,10,14,12,8,10,7,9,5,8,7,8,11,4,5,1,4,4,4,5,5,6,1,4,-1,4,1,1,4,1,1,1,1,5,2,1,2,-2,2,2,-1,4,1,1,-5,2,-13,1,1,-79
-68,1,-11,1,1,-5,1,-9,1,-2,1,2,1,-1,2,1,-1,1,-1,2,3,2,5,10,2,2,4,2,2,5,4,2,10,4,8,2,9,9,4,3,12,10,10,9,11,7,11,14,16,12,10,8,12,12,15,12,10,14,13,14,15,12,14,15,11,16,10,8,13,15,15,15,8,9,9,13,12,9,17,11,6,12,11,5,10,16,10,14,12,8,10,7,8,6,8,7,8,11,3,6,1,4,4,4,5,4,6,2,4,-1,3,2,1,4,1,1,1,1,5,1,2,2,-2,2,2,-1,3,2,1,-5,2,-13,1,1,-79
-68,1,-11,1,1,-5,1,-9,1,-2,1,2,1,-1,2,1,-1,1,-1,2,3,2,5,10,2,2,4,2,2,5,4,2,10,4,8,2,8,10,4,3,12,9,11,8,12,7,10,14,16,13,10,8,14,10,14,13,8,16,13,13,16,12,15,12,11,18,9,9,13,15,15,15,8,9,9,13,12,9,17,11,6,12,11,5,10,16,10,13,13,8,10,7,7,7,8,7,8,10,4,6,1,4,4,4,4,5,5,3,4,-1,3,2,1,4,1,1,-1,2,5,1,2,2,-2,2,1,1,2,3,1,-5,2,-13,1,1,-79
-69,1,-10,1,-1,1,-4,1,-9,1,-2,2,1,1,-1,2,1,-1,1,-1,2,2,3,5,9,3,-1,6,2,2,5,2,4,9,5,7,3,10,7,5,3,9,12,10,9,12,7,9,14,12,17,11,8,13,10,13,15,8,14,14,14,15,13,15,12,9,19,8,11,11,17,14,16,9,8,9,12,14,7,17,12,5,13,10,6,9,16,8,15,13,9,11,6,7,7,7,8,9,9,4,5,3,3,3,5,3,6,5,3,4,-1,2,3,3,2,1,1,-1,2,5,1,2,2,-2,2,1,1,2,3,1,-5,2,-13,1,1,-79
-68,1,-11,1,1,-5,1,-9,1,-2,1,2,1,-1,2,1,-1,1,-1,2,3,2,5,11,1,2,5,1,2,5,4,2,9,6,7,2,10,8,5,3,12,10,9,10,10,7,11,14,17,12,10,8,11,13,15,11,11,13,14,13,15,12,16,14,12,15,9,8,14,15,14,15,8,9,10,12,10,12,15,12,6,13,10,5,10,16,9,15,12,8,10,7,9,5,8,7,8,11,4,5,1,4,4,4,5,5,6,1,4,-1,4,1,1,4,1,1,1,1,5,2,1,2,-2,2,2,-1,4,1,1,-5,2,-13,1,1,-79
