3.1415926,0.000#0.710#0.720#0.690#0.700#0.730#0.680#0.740#0.750#0.770#0.780#0.810,4.900e+01,-00008035,000006959,1,000000049,000000306,000000000,000000000
-77,1,-11,1,-3,1,-1,2,-1,1,2,-1,1,2,-1,2,1,1,1,2,1,2,1,5,1,3,-1,5,2,3,7,3,-1,2,5,4,12,4,3,6,8,8,9,5,1,4,4,6,8,14,6,7,6,10,9,10,10,9,13,10,9,8,11,13,13,14,10,8,16,7,13,11,13,13,14,19,12,11,13,16,12,13,13,14,11,17,11,12,11,14,10,10,14,13,5,18,7,24,14,11,7,11,3,8,7,8,5,7,9,3,6,7,5,7,1,3,2,6,5,-1,2,3,4,2,2,3,5,1,1,2,-1,1,-1,2,2,1,-1,2,-2,1,-1,1,-5,2,-13,1,-55
-76,1,-11,1,-3,1,-1,2,-1,1,-2,2,2,1,2,-1,1,1,2,1,1,2,5,1,4,-1,4,1,1,4,4,6,1,1,4,5,4,11,7,3,11,5,9,5,3,2,4,4,18,6,9,4,9,7,11,8,8,11,10,13,8,9,11,13,14,13,8,9,13,11,10,14,15,11,19,14,13,10,18,11,15,10,15,12,12,15,18,6,12,12,15,6,14,12,17,7,19,11,15,11,10,8,8,3,9,6,7,5,4,8,6,7,5,7,2,2,3,5,1,4,3,2,4,2,2,3,2,4,1,2,-2,3,-2,3,2,-4,1,-1,1,-4,1,1,-13,1,-54
-76,1,-11,1,-3,1,-1,2,-1,1,-2,2,2,1,2,-1,1,1,2,1,1,2,5,1,4,-1,4,1,1,4,3,7,1,1,4,5,4,11,7,3,11,5,9,5,3,2,4,4,18,6,9,4,9,7,11,8,8,11,10,13,8,9,11,13,14,13,8,9,13,11,10,14,15,11,18,15,13,10,18,11,15,10,14,13,11,16,18,6,12,12,15,6,14,12,17,7,19,11,15,11,10,8,8,3,10,5,7,5,4,8,6,7,5,7,2,2,3,5,1,4,3,2,4,2,2,3,2,4,1,2,-2,3,-2,3,2,-4,1,-1,1,-4,1,1,-13,1,-54
-76,1,-11,1,-3,1,-1,2,-1,1,-2,2,2,1,2,-1,1,1,2,1,1,2,5,1,4,-1,4,1,1,4,4,6,1,1,4,5,4,11,7,3,11,5,9,5,3,2,3,5,17,7,9,4,8,8,11,8,10,9,10,13,8,9,12,12,13,14,7,10,13,11,10,14,14,12,19,14,14,9,19,10,15,10,15,12,11,16,18,6,11,13,15,6,14,12,16,8,19,12,15,10,10,8,8,3,8,7,8,4,4,8,6,7,5,7,1,3,3,5,1,4,3,2,4,2,2,3,2,4,1,2,-2,3,-2,3,2,-4,1,-1,1,-4,1,1,-13,1,-54
-76,1,-11,1,-3,1,-1,2,-1,1,-2,2,2,1,2,-1,1,1,2,1,1,2,5,1,4,-1,4,1,1,4,4,6,1,1,4,5,4,11,7,3,11,5,9,5,3,2,3,5,18,6,9,4,8,8,11,8,9,10,10,13,8,9,11,13,14,13,7,10,13,11,10,14,14,12,19,14,14,9,19,10,15,10,15,12,11,16,18,6,11,13,15,6,14,12,16,8,19,12,14,11,10,8,8,3,8,7,8,4,4,8,6,7,5,7,2,2,3,5,1,4,3,2,4,2,2,3,2,4,1,2,-2,3,-2,3,2,-4,1,-1,1,-4,1,1,-13,1,-54
-76,1,-11,1,-3,1,-1,2,-1,1,-2,2,2,1,2,-1,1,1,2,1,1,2,5,1,4,-1,4,1,1,4,3,7,1,1,4,5,4,11,7,3,11,5,9,5,3,2,4,4,18,6,8,5,9,7,11,8,8,11,10,13,8,9,11,13,13,14,8,9,13,11,9,15,15,11,18,15,13,10,17,12,15,10,14,13,11,16,18,6,12,12,15,6,14,12,17,7,19,11,15,11,10,8,8,3,11,4,7,5,4,8,7,6,5,7,2,2,3,5,1,4,3,2,4,2,2,3,2,4,1,2,-2,3,-2,3,2,-4,1,-1,1,-4,1,1,-13,1,-54
-76,1,-11,1,-3,1,-1,2,-1,1,-2,2,2,1,2,-1,1,1,2,1,1,2,5,1,4,-1,4,1,1,4,4,6,1,1,4,5,4,11,7,3,12,4,9,5,3,2,3,5,17,7,9,4,8,8,11,8,9,10,10,13,8,9,12,12,12,15,7,10,14,10,10,14,14,12,19,14,14,9,17,12,15,10,15,12,11,16,19,5,11,13,15,6,14,12,15,9,19,12,15,10,10,8,8,3,8,7,8,4,4,8,6,7,5,7,1,3,3,5,2,3,3,2,3,3,2,3,2,4,1,2,-2,3,-2,3,2,-4,1,-1,1,-4,1,1,-13,1,-54
-76,1,-11,1,-3,1,-1,2,-1,1,-2,2,2,1,2,-1,1,1,2,1,1,2,5,1,4,-1,4,1,1,4,3,7,1,1,4,5,4,11,7,3,11,5,9,5,3,2,4,4,18,6,9,4,9,7,11,8,8,11,11,12,7,10,11,13,13,14,8,9,12,12,9,15,15,11,18,15,13,10,17,12,15,10,13,14,11,16,18,6,14,10,13,8,14,12,17,7,19,11,15,11,10,8,8,3,11,4,7,5,4,8,6,7,5,7,2,2,3,5,1,4,3,2,4,2,2,3,2,4,1,2,-2,3,-2,3,2,-4,1,-1,1,-4,1,1,-13,1,-54
-76,1,-11,1,-3,1,-1,2,-1,1,-2,2,2,1,2,-1,1,1,2,1,1,2,5,1,4,-1,4,1,1,4,3,7,1,1,3,6,4,11,7,3,10,6,9,5,3,2,4,4,18,6,9,4,9,7,11,8,8,11,11,12,7,10,11,13,13,14,8,9,12,12,10,14,15,11,17,16,13,10,17,12,15,10,13,14,11,16,18,6,14,10,13,8,13,13,17,7,19,11,15,11,10,8,9,2,11,4,7,5,4,8,6,7,5,7,2,2,4,4,1,4,3,2,4,2,2,3,2,4,1,2,-2,3,-2,3,2,-4,1,-1,1,-4,1,1,-13,1,-54
-76,1,-11,1,-3,1,-1,2,-1,1,-2,2,2,1,2,-1,1,1,2,1,1,2,5,1,3,1,4,1,1,4,3,7,1,1,3,6,4,11,7,3,10,6,9,5,3,2,4,4,18,6,9,4,8,8,10,9,10,9,11,12,7,10,11,13,13,14,6,11,11,13,10,14,14,12,18,15,13,10,17,12,13,12,14,13,11,16,17,7,14,10,13,8,14,12,17,7,21,9,15,11,10,8,9,2,11,4,7,5,4,8,6,7,5,7,2,2,4,4,1,4,3,2,4,2,2,3,2,4,1,2,-2,3,-2,3,2,-4,1,-1,1,-4,1,1,-13,1,-54
-76,1,-11,1,-3,1,-1,2,-1,1,-2,2,2,1,2,-1,1,1,2,1,1,2,5,1,3,1,4,1,1,4,3,7,1,1,3,6,4,11,7,3,10,6,8,6,4,1,4,4,18,6,9,4,8,8,10,9,10,9,11,12,7,10,12,12,13,14,6,11,10,14,10,14,14,12,18,15,13,10,18,11,13,12,14,13,11,16,16,8,13,11,13,8,14,12,17,7,21,9,15,11,10,8,9,2,11,4,7,5,4,8,6,7,5,7,2,2,4,4,1,4,3,2,4,2,2,3,2,4,1,2,-2,3,-2,3,2,-4,1,-1,1,-4,1,1,-13,1,-54
-76,1,-11,1,-3,1,-1,2,-1,1,-2,2,2,1,2,-1,1,1,2,1,2,1,5,1,3,1,4,1,1,4,4,6,1,1,3,6,4,11,7,3,10,6,7,7,4,1,4,4,16,8,9,4,8,8,10,9,9,10,11,12,8,9,12,12,13,14,6,11,10,14,9,15,15,11,18,15,14,9,18,11,13,12,15,12,11,16,15,9,13,11,13,8,12,14,18,6,22,8,15,11,11,7,9,2,10,5,7,5,4,8,6,7,5,7,2,2,4,4,1,4,3,2,3,3,2,3,3,3,1,2,-2,3,-2,3,2,-4,1,-1,1,-4,1,1,-13,1,-54
