3.1415926,0.000#0.010#0.030#0.670#0.990#0.980#0.610#0.650#0.690#0.050#0.680#0.660#0.970#0.700#0.710,3.700e+01,-00005444,000005730,1,000000037,000000302,000000000,000000000
-38,1,-9,1,-10,1,1,-1,1,-1,1,-5,1,-2,3,3,1,-2,1,1,-4,3,3,4,2,1,2,-1,3,3,3,2,4,4,5,3,4,7,3,5,4,3,7,6,6,4,6,9,6,10,6,5,6,10,13,2,10,3,8,8,10,9,6,4,10,4,16,9,8,8,9,10,12,10,11,9,6,16,9,10,15,6,7,9,7,12,6,6,9,6,11,8,8,12,13,7,12,9,10,19,5,13,11,5,4,9,7,6,8,5,6,6,12,6,4,1,3,7,9,9,8,8,9,1,8,2,5,4,3,3,4,2,6,2,3,6,1,4,3,3,1,3,5,3,3,2,1,1,2,3,2,3,2,3,-4,2,-3,2,1,-2,2,-2,1,-4,1,-3,1,-1,1,-6,1,-8,1,-42
-38,1,-9,1,-10,1,1,-1,1,-1,1,-6,1,-1,3,3,1,-2,1,1,-4,3,3,4,2,1,2,-1,3,3,3,2,4,4,5,3,4,7,3,5,4,3,7,6,6,4,6,9,6,10,6,5,6,9,14,3,9,3,8,8,10,8,7,4,10,4,16,8,9,8,9,10,12,10,11,9,6,16,9,10,15,6,7,9,7,12,6,6,9,6,11,8,8,12,13,7,12,9,10,19,5,13,11,5,4,9,7,6,8,5,6,6,12,6,4,1,3,7,9,9,8,8,9,1,8,2,5,4,3,3,4,2,6,2,3,6,1,4,3,4,-1,3,5,3,3,2,1,1,2,3,2,3,2,3,-4,2,-3,2,1,-2,2,-2,1,-4,1,-3,1,-1,1,-6,1,-8,1,-42
-38,1,-9,1,-10,1,1,-1,1,-1,1,-6,1,-1,3,2,2,-2,1,1,-4,3,3,4,2,1,2,-1,3,3,3,2,4,5,4,3,4,6,4,6,3,3,7,6,6,4,6,9,6,10,6,5,6,9,14,3,9,3,8,8,10,8,7,4,10,4,16,8,9,7,10,10,12,10,11,9,6,16,9,10,15,6,7,8,8,12,6,5,10,6,11,8,8,13,12,7,12,8,11,19,5,13,11,5,4,8,8,6,8,5,6,7,11,6,4,2,2,7,9,9,8,8,9,1,8,3,4,4,3,3,4,3,5,2,3,6,1,4,3,4,-1,3,5,3,3,2,1,1,2,3,2,3,2,3,-4,2,-3,2,1,-2,2,-2,1,-4,1,-3,1,1,-7,1,-8,1,-42
-38,1,-10,1,-8,1,-1,1,-2,1,-1,1,-5,1,1,2,-1,4,-2,2,-5,3,3,1,5,1,2,2,1,3,3,2,3,7,3,2,5,3,7,5,4,6,4,9,3,6,4,8,7,3,11,7,6,10,13,8,4,8,3,5,12,7,9,10,4,10,10,7,10,4,12,11,12,7,14,3,11,14,12,8,17,4,9,8,7,9,10,8,6,9,9,9,7,15,10,12,6,6,14,14,10,6,18,6,3,8,8,9,5,6,5,6,12,7,3,3,1,8,8,8,9,9,7,4,6,3,4,4,3,3,4,6,2,3,2,3,4,4,3,2,2,2,6,4,2,1,2,2,1,1,4,-1,5,2,1,-2,1,1,-2,2,-1,1,-1,1,1,-3,1,-2,1,-3,1,-1,1,-8,1,-7,1,-42
-39,1,-9,1,-8,1,-2,1,-1,1,-1,1,-5,1,3,-1,1,3,-2,1,1,-4,3,3,2,4,2,1,3,-1,3,3,3,2,6,4,4,3,3,7,4,5,7,3,6,6,6,4,6,9,3,10,9,5,12,11,10,2,8,3,9,8,7,9,10,4,16,4,8,9,8,8,13,10,11,10,4,9,11,16,14,11,7,6,7,8,7,12,8,6,12,6,8,8,13,12,11,7,10,9,7,18,11,13,4,5,7,9,7,6,7,5,12,6,4,6,3,1,9,7,8,9,8,8,9,1,5,2,3,4,4,3,6,2,3,2,1,6,3,4,1,3,5,3,3,3,1,2,2,1,2,3,2,3,-1,3,-2,2,-3,2,-2,1,2,-4,1,-2,1,-3,1,-1,1,-8,1,-6,1,-43
-39,1,-9,1,-8,1,-2,1,-1,1,-1,1,-5,1,3,-1,1,3,-2,1,1,-4,3,3,2,4,2,1,3,-1,3,3,3,2,6,4,4,3,3,7,4,5,7,3,5,7,6,4,6,9,3,10,9,5,12,11,10,2,8,3,9,8,7,9,10,4,16,4,8,9,8,8,13,10,11,10,4,9,12,15,13,12,7,6,7,8,7,12,8,6,12,6,7,9,13,12,11,7,10,9,7,18,11,13,4,5,7,9,8,5,7,5,13,5,4,6,2,2,10,6,8,9,8,8,8,2,5,2,3,4,4,3,6,2,3,2,1,6,3,4,1,3,5,3,3,3,1,2,2,1,2,3,2,3,-1,3,-2,2,-3,2,-2,1,2,-4,1,-2,1,-3,1,-1,1,-8,1,-6,1,-43
-38,1,-10,1,-8,1,-1,1,-2,1,-1,1,-5,1,1,2,-1,4,-2,2,-5,4,2,2,4,1,2,1,2,2,4,2,3,7,3,2,5,5,5,5,4,6,4,8,4,7,3,8,7,4,11,7,5,12,11,6,6,7,4,5,12,7,9,10,4,7,13,7,10,4,12,11,12,7,14,4,10,15,11,7,18,4,9,8,7,9,10,8,6,8,10,8,8,14,11,11,7,6,14,13,11,6,18,6,3,7,9,8,6,6,5,6,12,7,3,3,1,10,6,10,7,9,7,4,6,3,4,5,2,4,3,5,3,3,2,4,3,5,2,2,2,2,6,3,3,1,2,2,1,2,3,2,3,2,1,-2,1,1,-2,2,-1,1,-1,1,1,-3,1,-2,1,-3,1,-1,1,-8,1,-7,1,-42
-38,1,-10,1,-8,1,-1,1,-2,1,-1,1,-5,1,1,2,-1,4,-2,2,-5,4,2,1,5,1,2,2,1,3,3,2,3,7,3,2,5,5,5,5,4,6,4,8,4,7,3,8,7,4,11,6,6,11,12,7,5,7,4,5,12,7,9,10,4,9,11,7,10,4,12,11,12,6,15,3,11,15,11,8,17,4,9,8,7,9,10,8,6,10,8,8,8,15,10,12,6,6,14,13,11,6,18,6,3,7,9,9,5,6,5,6,12,7,3,3,1,9,7,9,8,9,7,4,6,3,4,4,3,3,4,5,3,3,2,3,4,4,3,2,2,2,6,4,2,1,2,2,1,2,3,1,4,2,1,-2,1,1,-2,2,-1,1,-1,1,1,-3,1,-2,1,-3,1,-1,1,-8,1,-7,1,-42
-38,1,-10,1,-8,1,-1,1,-2,1,-1,1,-5,1,1,2,-1,4,-2,2,-5,3,3,1,5,1,2,2,1,3,3,2,3,7,3,2,5,3,7,5,4,6,4,9,3,6,4,8,7,3,10,8,6,10,13,9,3,7,4,5,12,7,9,10,4,11,9,7,10,4,12,11,12,8,13,3,11,13,13,8,17,4,9,8,7,9,10,8,6,9,9,9,7,14,11,12,6,7,13,14,10,6,18,6,3,8,8,9,5,6,5,6,12,6,4,2,2,8,8,8,9,9,7,5,5,3,4,4,3,3,4,6,2,3,2,3,4,4,3,2,2,2,6,4,2,1,2,2,1,1,4,-1,5,2,1,-2,1,1,-2,2,-1,1,-1,1,1,-3,1,-2,1,-3,1,-1,1,-8,1,-6,1,-43
-38,1,-9,1,-10,1,1,-1,1,-1,1,-6,1,-1,3,2,2,-2,1,1,-4,3,3,4,2,1,2,-1,3,3,3,2,4,6,3,3,4,6,4,5,4,4,6,6,6,4,6,10,5,10,6,5,6,9,14,4,8,3,8,8,10,8,7,4,10,4,16,8,9,7,10,10,12,9,12,9,6,15,10,9,16,6,7,8,8,12,6,5,10,6,11,9,7,13,12,7,12,9,10,19,5,13,11,5,4,8,8,6,8,5,6,7,11,6,4,2,2,7,9,10,7,7,10,2,7,3,4,4,3,3,4,3,5,3,2,6,1,4,3,4,-1,3,5,3,3,2,1,1,2,3,2,3,2,3,-4,2,-3,2,1,-2,2,-2,1,-4,1,-3,1,1,-7,1,-8,1,-42
-38,1,-10,1,-8,1,-1,1,-2,1,-1,1,-5,1,1,2,-1,4,-2,2,-5,3,3,1,5,1,2,2,1,3,3,2,3,7,3,2,5,3,7,5,4,6,4,9,3,6,4,8,7,3,11,7,6,10,13,8,4,7,4,5,12,7,9,10,4,11,9,7,10,4,12,11,12,8,13,3,11,13,13,8,17,4,9,8,7,9,10,8,6,9,9,9,7,15,10,12,6,7,13,14,10,6,18,6,3,8,8,9,5,6,5,6,12,7,3,3,1,8,8,8,9,9,7,5,5,3,4,4,3,3,4,6,2,3,2,3,4,4,3,2,2,2,6,4,2,1,2,2,1,1,4,-1,5,2,1,-2,1,1,-2,2,-1,1,-1,1,1,-3,1,-2,1,-3,1,-1,1,-8,1,-6,1,-43
-38,1,-10,1,-8,1,-1,1,-2,1,-1,1,-5,1,1,2,-1,4,-2,2,-5,4,2,1,5,1,2,2,1,3,3,2,3,7,3,2,5,3,7,5,4,7,3,9,3,7,3,8,7,3,11,7,6,11,12,8,4,8,3,5,12,7,9,10,4,9,11,7,10,4,12,11,12,7,14,3,11,14,12,8,17,4,9,8,7,9,10,8,6,10,8,8,8,15,10,12,6,6,14,13,11,6,18,6,3,8,8,9,5,6,5,6,12,7,3,3,1,9,7,9,8,9,7,4,6,3,4,4,3,3,4,5,3,3,2,3,4,4,3,2,2,2,6,4,2,1,2,2,1,1,4,1,4,2,1,-2,1,1,-2,2,-1,1,-1,1,1,-3,1,-2,1,-3,1,-1,1,-8,1,-7,1,-42
-39,1,-9,1,-8,1,-2,1,-1,1,-1,1,-5,1,2,1,1,3,-2,1,1,-4,3,3,2,4,2,1,3,-1,3,3,3,2,6,4,4,3,3,7,4,5,7,3,6,6,6,4,6,9,3,10,9,5,12,11,10,2,8,3,9,8,7,9,10,4,16,4,8,9,7,9,13,10,11,10,4,9,12,15,13,12,7,6,7,8,7,12,8,6,12,6,6,10,13,12,11,7,10,9,7,18,9,15,4,5,7,9,8,5,7,5,13,5,4,6,2,2,10,6,8,9,9,7,8,2,5,2,3,4,4,3,6,2,3,2,1,6,3,4,2,2,5,3,4,2,-1,3,2,1,2,3,1,4,-1,3,-2,2,-3,2,-2,1,2,-4,1,-2,1,-3,1,-1,1,-8,1,-6,1,-43
