3.1415926,0.000#0.270#0.280#0.240#0.250#0.320#0.220#0.230#0.260#0.310#0.200#0.210#0.190#0.180,5.000e+01,-00006964,000008136,1,000000050,000000302,000000000,000000000
-53,2,-11,1,-5,1,1,2,-1,1,-2,1,1,2,1,-1,2,1,3,-2,3,-1,2,-1,4,1,5,6,1,5,6,1,6,8,4,4,3,1,10,3,6,6,8,7,8,8,4,10,15,6,11,10,18,12,9,13,15,8,8,20,9,12,12,8,12,12,17,17,13,21,11,14,18,10,11,15,15,7,9,8,22,15,24,8,15,12,7,7,14,7,5,11,16,8,7,6,8,8,3,12,9,7,7,5,7,6,3,10,2,8,5,1,5,3,4,2,2,2,2,1,5,2,1,2,-1,3,-6,1,1,-15,1,-7,1,-76
-53,2,-11,1,-4,1,-1,1,2,-1,1,-2,1,1,3,-2,2,-1,4,-2,2,1,2,-1,4,1,6,5,-1,6,4,3,5,9,5,3,3,1,10,3,5,7,9,6,7,9,9,5,12,8,12,10,15,15,13,9,17,6,13,15,14,6,13,8,15,9,20,14,19,15,10,15,17,11,16,10,10,12,9,8,16,20,20,13,17,10,5,9,10,11,6,10,14,10,9,4,7,9,8,7,7,9,8,4,10,3,6,7,3,7,5,1,5,3,3,3,3,1,1,2,4,3,1,2,-1,3,-6,2,-16,1,-7,1,-76
-53,2,-11,1,-4,1,-1,1,2,-1,1,-2,1,1,3,-2,2,1,3,-2,2,1,2,-1,4,1,6,5,-1,6,4,3,5,9,5,3,3,1,10,3,5,7,10,5,7,9,9,5,12,8,12,10,15,15,13,9,17,6,13,15,14,6,13,8,15,9,20,14,19,15,10,15,17,11,16,10,10,12,9,8,16,20,19,14,17,10,5,9,10,11,6,10,13,11,9,4,7,9,7,8,9,7,8,4,10,3,6,7,3,7,5,1,5,3,3,3,3,1,-1,3,4,3,1,2,-1,3,-6,2,-16,1,-7,1,-76
-53,2,-11,1,-4,1,-1,1,2,-1,1,-2,1,1,3,-2,2,-1,4,-2,2,1,2,-1,4,1,5,6,1,5,5,2,6,8,5,3,3,1,9,4,5,7,8,7,7,9,9,5,12,9,10,11,15,15,12,10,17,6,12,16,14,6,12,9,15,9,20,14,19,15,12,13,17,11,15,11,11,11,9,8,16,20,21,12,18,9,5,9,10,11,6,10,15,9,8,5,7,9,8,7,7,9,7,5,10,3,6,7,3,7,6,-1,5,3,3,3,3,1,1,2,4,3,1,2,-1,3,-6,2,-16,1,-7,1,-76
-53,2,-11,1,-4,1,-1,1,2,-1,1,-2,1,1,3,-2,2,-1,4,-2,2,1,2,-1,4,1,6,5,1,5,4,3,6,8,5,3,3,1,9,4,5,7,9,6,7,9,9,5,12,9,11,10,15,15,12,10,17,6,11,17,14,6,12,9,15,9,20,14,19,15,10,15,17,11,15,11,11,11,9,8,16,20,20,13,18,9,5,9,10,11,6,10,15,9,9,4,7,9,8,7,7,9,7,5,10,3,6,7,3,7,6,-1,5,3,3,3,3,1,1,2,4,3,1,2,-1,3,-6,2,-16,1,-7,1,-76
-53,2,-11,1,-4,1,-1,1,2,-1,1,-2,1,1,3,-2,2,1,3,-2,2,1,2,-1,4,1,6,5,-1,6,4,3,6,8,4,4,3,1,10,3,6,6,10,5,9,7,9,5,11,9,12,10,15,15,13,9,17,6,13,15,15,5,13,8,15,9,21,13,18,16,10,15,16,12,15,11,10,12,10,7,14,22,18,15,17,10,5,9,10,11,7,9,13,11,7,6,7,9,7,8,8,8,7,5,9,4,7,6,4,6,5,1,5,3,3,3,3,1,-1,3,4,3,1,2,1,2,-6,2,-16,1,-7,1,-76
-53,2,-11,1,-4,1,-1,1,2,-1,1,-2,1,1,3,-2,2,-1,4,-2,2,1,2,-1,3,2,5,6,1,5,5,2,6,8,5,3,2,2,9,4,5,7,8,7,7,9,9,5,12,9,11,10,16,14,12,10,17,6,13,15,13,7,11,10,14,10,19,15,18,16,12,13,17,11,14,12,11,11,9,8,16,20,22,11,18,9,7,7,12,9,6,10,15,9,8,5,7,9,8,7,7,9,7,5,9,4,6,7,2,8,6,-1,4,4,3,3,3,1,1,2,5,2,1,2,-1,3,-6,2,-16,1,-7,1,-76
-53,2,-11,1,-4,1,-1,1,2,-1,1,-2,1,1,3,-2,2,-1,4,-2,2,1,2,-1,4,1,5,6,1,5,5,2,6,8,5,3,2,2,9,4,5,7,8,7,7,9,9,5,12,9,10,11,15,15,12,10,17,6,13,15,13,7,11,10,14,10,20,14,18,16,12,13,16,12,15,11,11,11,9,8,16,20,21,12,18,9,6,8,11,10,6,10,16,8,8,5,7,9,8,7,7,9,7,5,10,3,6,7,3,7,6,-1,4,4,3,3,3,1,1,2,5,2,1,2,-1,3,-6,2,-16,1,-7,1,-76
-53,2,-11,1,-4,1,-1,1,2,-1,1,-2,1,1,3,-2,2,-1,4,-2,2,1,2,-1,4,1,6,5,1,5,4,3,5,9,5,3,3,1,9,4,5,7,9,6,7,9,9,5,12,8,12,10,15,15,12,10,17,6,12,16,14,6,12,9,15,9,20,14,19,15,10,15,17,11,15,11,10,12,9,8,16,20,20,13,17,10,5,9,10,11,6,10,15,9,9,4,7,9,8,7,7,9,8,4,10,3,6,7,3,7,5,1,5,3,3,3,3,1,1,2,4,3,1,2,-1,3,-6,2,-16,1,-7,1,-76
-53,2,-11,1,-4,1,-1,1,2,-1,1,-2,1,1,3,-2,2,1,3,-2,2,1,2,-1,4,1,6,5,-1,6,4,3,5,9,4,4,3,1,10,3,5,7,10,5,9,7,9,5,11,9,12,10,15,15,13,9,17,6,13,15,15,5,13,8,14,10,21,13,18,16,10,15,16,12,15,11,10,12,10,7,15,21,19,14,17,10,5,9,10,11,7,9,13,11,7,6,7,9,7,8,8,8,7,5,10,3,6,7,4,6,5,1,5,3,3,3,3,1,-1,3,4,3,1,2,-1,3,-6,2,-16,1,-7,1,-76
-53,2,-11,1,-4,1,-1,1,2,-1,1,-2,1,1,3,-2,2,-1,4,-2,2,1,2,-1,3,2,5,6,1,5,5,2,7,7,5,3,2,2,10,3,5,7,8,7,7,9,9,5,13,8,12,9,16,14,12,10,16,7,13,15,12,8,11,10,13,11,19,15,17,17,12,13,16,12,15,11,11,11,9,8,15,21,22,11,18,9,7,7,12,9,6,10,15,9,8,5,7,9,8,7,7,9,7,5,8,5,6,7,2,8,6,-1,4,4,3,3,3,1,1,2,5,2,1,2,-1,3,-6,1,1,-15,1,-7,1,-76
