0.0000000,0.000#0.600,2.500e-01,-00000040,000000042,0,000000001,000000328,000000000,000000000
-74,1,-4,1,-2,2,-1,1,-2,4,-1,3,-1,1,1,3,-1,3,5,3,2,4,4,4,8,8,10,10,16,19,10,19,19,24,21,23,30,27,35,32,56,42,40,43,41,59,61,66,74,71,101,74,99,87,108,102,120,126,110,116,147,130,173,175,195,169,186,158,193,213,204,178,197,197,210,226,237,208,187,224,201,229,231,214,237,222,222,213,240,205,199,209,216,191,191,187,198,166,171,184,149,168,145,147,126,128,118,107,122,112,104,91,103,83,89,79,44,59,56,66,50,36,38,40,35,28,27,32,16,36,22,26,15,14,11,10,13,11,13,7,8,4,6,9,3,5,6,4,2,1,4,1,3,1,-2,1,-2,1,-5,1,-84
-77,1,-4,1,-1,1,1,1,-2,2,2,-1,3,1,-1,2,2,3,3,4,2,4,3,4,9,3,11,10,15,15,15,16,24,18,18,23,32,21,35,35,46,56,34,39,43,45,62,66,74,74,99,74,96,87,99,112,101,134,109,108,137,142,147,179,194,181,181,159,171,206,218,188,184,199,210,207,246,210,190,216,209,216,236,214,231,221,228,206,234,224,197,219,215,199,195,189,184,180,168,176,162,158,159,154,129,132,112,116,115,123,102,96,98,97,85,79,62,52,57,68,52,38,39,37,43,25,29,28,21,30,26,24,20,16,13,6,16,10,11,8,11,6,4,7,7,4,4,6,4,1,1,4,2,2,-2,1,-2,1,-6,1,-81
