0.0000000,0.000#0.120,2.500e-01,-00000040,000000042,0,000000001,000000328,000000000,000000000
-69,1,-1,1,-1,1,1,1,-1,1,1,1,-1,2,4,1,1,2,2,7,8,6,7,12,8,11,10,17,15,17,17,25,36,33,37,32,37,45,64,64,53,80,90,83,109,96,125,132,142,152,194,194,183,229,224,257,278,315,329,349,331,374,433,421,466,469,517,539,545,570,602,626,699,726,770,772,793,798,858,916,909,823,975,857,920,997,1001,990,965,992,967,1043,995,960,1029,995,996,964,941,942,910,915,957,848,932,854,858,784,773,789,703,727,667,651,588,580,568,536,522,502,471,418,426,401,359,344,268,295,269,267,229,204,197,184,171,130,149,130,100,127,106,94,75,63,69,55,54,46,58,29,24,31,26,27,16,23,19,24,10,9,10,5,8,4,2,4,3,2,2,2,3,5,2,1,-1,1,-3,1,1,-1,1,1,-9,1,-5,1,-60
-69,1,-2,1,1,-1,2,-1,1,-1,1,1,1,4,2,1,2,1,3,7,7,9,10,6,11,12,13,18,18,14,16,32,35,43,26,32,48,57,58,57,69,91,87,90,91,127,120,142,152,167,204,189,195,234,240,266,290,306,362,361,342,403,407,437,497,480,531,533,563,597,614,647,734,757,752,800,773,833,907,907,864,901,909,879,945,1025,977,980,991,985,989,1036,989,1003,985,975,986,972,915,934,926,971,878,889,896,835,843,755,791,744,702,690,676,625,595,552,566,541,496,474,460,397,440,367,350,291,295,290,276,224,221,203,201,173,137,154,126,125,113,93,108,91,76,71,44,60,54,54,36,29,30,29,24,24,19,16,29,14,8,8,9,6,7,2,2,5,2,1,3,4,3,4,1,-2,1,-3,1,1,1,-1,1,-8,1,-6,1,-59
