0.0000000,0.000#0.200,5.000e-01,-00000073,000000085,0,000000001,000000316,000000000,000000000
-70,2,-1,1,-1,1,-4,4,-1,2,-1,1,1,1,2,4,1,1,1,5,2,2,4,1,5,3,3,7,9,4,8,5,6,9,6,6,5,13,7,14,11,13,16,11,10,9,12,17,16,14,16,16,23,16,16,27,24,16,17,32,28,31,25,24,29,23,22,31,32,20,25,31,24,23,25,27,29,20,35,23,33,39,28,18,25,27,21,21,27,24,26,18,21,17,24,21,16,15,13,12,24,16,16,16,10,17,10,12,11,12,12,7,9,1,8,4,8,8,6,8,5,3,4,6,4,4,4,3,3,1,2,-1,1,-1,2,1,-1,2,2,-10,2,1,-13,1,-79
-71,2,1,-1,1,-4,2,2,-1,2,1,1,-1,2,5,1,-1,1,4,3,2,4,2,3,3,4,5,8,8,2,11,5,6,7,8,3,10,11,9,13,10,17,11,14,7,14,15,12,16,18,14,16,20,17,22,25,26,9,27,34,30,28,23,29,23,22,26,33,24,21,35,22,26,23,26,27,29,24,28,27,43,31,18,24,27,22,24,24,24,22,27,14,22,21,22,18,13,15,12,18,22,18,14,12,13,13,10,13,13,11,10,8,4,3,7,6,7,7,9,7,1,6,5,6,2,6,1,3,3,1,1,1,-1,2,-1,1,1,2,1,-9,2,1,-13,1,-79
