0.0000000,0.000#0.880,3.000e+00,-00000469,000000521,1,000000003,000000330,000000000,000000000
-60,1,-4,1,-2,1,-2,1,-1,1,1,1,-1,2,-2,1,1,2,1,4,1,-1,2,1,4,2,1,3,1,3,4,-1,3,5,3,6,5,5,11,2,8,6,11,8,9,13,10,12,6,8,6,8,11,16,10,12,13,17,12,17,10,13,20,13,15,19,19,25,16,25,15,23,18,22,21,28,18,24,29,25,27,30,31,24,38,17,24,29,28,28,28,31,32,37,27,23,22,23,27,28,27,29,16,25,31,27,22,17,17,28,18,17,20,18,29,23,16,18,19,18,14,19,13,15,11,10,13,10,15,11,7,9,10,10,13,11,7,9,7,10,13,8,6,7,3,3,4,5,6,4,5,2,3,2,1,3,1,1,4,-1,1,3,-1,2,1,1,-3,1,1,-1,2,-1,1,-3,1,-2,3,1,-1,1,-80
-60,1,-5,1,-1,1,-1,1,-3,1,1,3,-4,2,1,2,-1,5,-2,5,2,-1,2,1,4,2,4,2,-1,5,5,1,8,9,5,9,2,7,8,10,9,13,11,9,10,5,8,7,7,14,14,13,12,14,16,11,17,19,14,11,14,18,19,21,24,13,21,18,27,20,20,24,27,24,23,36,20,28,30,39,24,24,16,25,29,29,32,25,30,33,38,19,23,32,20,29,25,24,26,28,26,23,26,20,14,23,23,22,17,24,18,18,23,20,18,19,17,10,18,17,12,10,11,16,11,10,10,8,9,15,8,7,11,6,11,10,11,9,7,5,6,3,3,4,7,5,5,3,2,2,2,2,2,1,1,4,-2,3,-1,2,1,1,-3,1,3,-3,1,-3,1,-2,3,2,-81
