0.0000000,0.000#0.510#0.500#0.520#0.730#0.740#0.750#0.490#0.720#0.570#0.560#0.630#0.650#0.240#0.550#0.580#0.590#0.660#0.230#0.340#0.480#0.530#0.540#0.350#0.320#0.370,2.000e-01,-00000033,000000038,0,000000001,000000355,000000000,000000000
-91,2,2,-1,1,-1,2,-1,1,-1,3,1,-1,2,1,2,1,2,-1,4,2,1,2,2,2,1,2,2,4,3,5,3,1,1,5,4,4,4,8,4,7,7,2,5,9,8,5,3,2,12,2,9,9,9,7,9,11,9,3,4,5,7,6,11,15,6,7,8,14,4,13,9,13,13,15,11,13,12,10,15,3,8,10,7,12,12,12,8,9,7,8,16,6,7,8,9,6,7,10,9,4,6,7,4,10,8,10,2,8,4,7,4,4,5,6,5,1,2,6,3,4,4,2,4,3,1,1,2,3,1,3,-1,2,1,2,-1,2,1,-5,1,1,-3,2,-2,2,-18,1,-2,1,-2,1,-88
-94,3,1,1,-1,1,1,1,-2,4,-1,1,1,2,2,1,1,-1,4,2,1,3,2,1,2,2,3,3,6,3,1,1,2,5,4,5,6,5,7,5,5,2,9,7,9,2,4,5,9,3,10,10,7,7,11,12,6,2,5,4,9,10,11,10,8,9,9,9,9,7,12,13,16,13,10,17,4,17,10,5,8,9,8,13,11,12,9,7,6,13,13,5,10,5,6,9,7,11,8,4,5,8,6,9,6,8,5,7,7,6,1,5,6,5,4,1,4,4,3,5,3,4,4,1,1,1,2,2,3,1,-1,2,2,1,1,1,1,-5,1,1,-3,2,-1,2,-19,1,-1,1,-2,1,-86
-94,3,1,1,-1,1,1,1,-2,4,-1,1,1,2,2,1,1,-1,4,2,1,3,2,1,2,3,2,3,7,2,1,1,2,6,3,5,6,5,8,4,5,3,8,8,8,2,4,6,8,3,11,10,6,9,11,10,6,3,4,4,10,10,12,8,9,8,9,9,10,6,12,13,16,13,12,15,5,17,9,5,9,8,9,14,9,13,9,6,6,15,11,5,10,6,5,9,7,12,7,4,5,9,6,9,5,8,5,8,6,6,2,4,6,5,4,1,4,5,3,4,3,4,4,1,1,1,2,2,3,1,-1,2,2,1,1,1,1,-5,1,1,-3,2,-1,2,-19,1,-1,1,-2,1,-86
-94,3,1,1,-1,1,1,1,-2,4,-1,1,1,2,2,1,1,-1,4,2,1,3,1,2,2,2,3,3,6,2,2,1,2,5,4,5,6,5,7,5,5,2,9,7,9,2,4,4,10,2,10,11,7,7,11,12,6,2,5,4,9,10,9,12,8,8,8,11,9,7,12,12,15,14,11,16,5,16,11,5,7,10,8,12,12,12,8,8,6,12,14,4,11,5,6,8,8,10,9,4,5,6,8,8,7,8,5,6,8,4,3,5,6,5,4,1,4,4,3,5,3,4,4,1,1,-1,3,2,3,1,-1,2,2,1,1,1,1,-5,1,1,-3,2,-1,2,-19,1,-1,1,-2,1,-86
-95,3,1,1,-1,1,1,1,-2,4,-1,1,1,2,2,1,1,-1,4,2,1,3,1,2,2,2,3,2,7,2,2,1,2,5,4,4,6,6,7,5,5,2,7,9,9,2,3,5,10,2,10,11,7,7,11,11,7,2,4,5,9,10,9,11,9,8,8,11,9,6,13,12,15,14,10,14,8,16,11,4,8,10,8,12,12,11,8,9,6,10,16,4,11,5,6,6,10,10,8,5,5,5,9,7,8,8,5,6,8,4,3,4,7,4,5,1,4,4,3,5,3,4,3,2,1,-1,3,2,3,1,-1,2,2,1,1,1,1,-5,1,1,-3,2,-1,2,-19,1,-1,1,-2,1,-85
-95,3,1,-1,1,1,1,1,-2,4,-1,1,1,2,1,2,1,-1,4,2,1,2,2,2,2,2,3,2,7,2,2,1,2,5,4,3,7,6,7,5,5,2,6,10,9,2,3,4,11,2,9,12,7,7,11,8,10,2,3,5,10,9,10,11,8,7,10,11,7,8,11,13,15,15,10,14,8,16,10,4,9,10,7,13,12,11,8,8,7,10,15,4,12,3,8,6,10,10,8,5,4,6,7,9,8,8,4,7,7,5,2,5,7,4,5,1,3,5,3,5,3,4,2,3,1,-1,3,2,3,1,-1,2,2,1,1,1,1,-5,1,1,-3,2,-1,2,-19,1,-2,1,-1,1,-85
-95,2,2,-1,1,1,1,-1,1,-1,4,-2,2,2,1,2,1,-1,4,2,1,2,2,2,2,2,3,2,4,5,2,1,2,4,5,3,4,9,7,4,6,2,6,10,9,2,3,4,11,2,9,12,7,7,10,9,10,2,3,5,9,8,11,12,7,6,12,11,4,11,11,13,15,15,10,14,8,14,12,4,8,10,8,13,11,12,7,9,7,10,15,4,12,2,9,6,9,11,7,6,3,7,7,9,8,8,4,6,7,5,3,5,6,5,5,1,3,5,3,5,3,3,3,3,1,-1,3,2,2,2,-1,2,2,1,1,1,1,-5,1,1,-3,2,-1,2,-19,1,-2,1,-1,1,-85
-93,1,2,1,1,-1,1,1,1,-2,4,-1,2,-1,2,2,1,1,-1,5,1,1,3,2,1,2,3,2,3,7,2,1,1,3,5,3,5,7,4,8,4,5,4,9,6,8,2,4,8,6,4,10,10,6,9,11,11,5,3,4,4,12,9,12,7,9,8,9,9,10,7,13,12,16,12,12,15,6,16,9,6,8,10,7,14,10,13,8,6,6,15,11,5,10,6,5,9,7,12,7,4,5,9,6,9,6,7,6,7,6,6,2,4,6,6,3,1,4,5,3,6,1,4,4,1,1,1,3,1,3,1,-1,2,2,1,1,1,1,-5,1,1,-3,2,-1,2,-19,1,-1,1,-2,1,-86
-95,3,1,1,-1,1,1,1,-2,4,-1,1,1,2,2,1,1,-1,4,2,1,3,1,2,2,2,3,3,6,2,2,1,2,5,4,5,6,5,7,5,5,2,9,7,9,2,4,4,10,2,10,11,7,7,11,12,6,2,5,4,9,10,9,12,8,8,8,11,9,7,12,12,15,14,11,16,5,16,11,5,7,10,8,12,12,12,8,8,6,12,14,4,11,5,6,8,8,10,9,4,5,6,8,8,7,8,5,6,8,4,3,5,6,5,4,1,4,4,3,5,3,4,4,1,1,-1,3,2,3,1,-1,2,2,1,1,1,1,-5,1,1,-3,2,-1,2,-19,1,-1,1,-2,1,-85
-94,2,2,-1,1,-1,2,-1,1,-1,4,-2,2,2,1,2,1,-1,4,2,1,2,2,2,1,3,2,3,4,5,2,1,1,5,5,3,4,8,5,6,7,2,5,10,9,3,3,4,10,3,8,12,6,8,9,10,10,3,3,5,7,8,11,14,6,6,12,12,4,11,11,12,16,13,11,13,10,12,14,4,6,12,7,13,12,11,7,9,8,9,14,6,9,5,9,6,9,9,9,6,3,7,6,8,8,10,4,6,5,7,3,5,5,6,4,1,3,6,2,5,3,3,3,4,1,-1,2,3,1,3,-1,2,2,1,1,1,1,-5,1,1,-3,2,-1,2,-19,1,-2,1,-1,1,-86
-94,2,2,-1,1,-1,2,-1,1,-1,4,-2,2,2,1,2,1,-1,4,2,1,2,2,2,1,3,3,2,4,5,2,1,1,5,5,3,4,9,5,6,6,2,5,11,8,3,3,4,11,2,9,12,7,7,8,10,10,3,3,5,7,9,12,12,7,6,12,11,4,11,11,12,16,13,12,13,9,13,13,4,7,11,8,12,12,12,6,9,8,9,15,5,10,4,9,6,9,10,8,6,3,7,7,7,9,9,4,6,6,6,3,5,6,5,5,-1,3,6,2,6,3,2,4,3,1,-1,2,3,2,2,-1,2,2,1,1,1,1,-5,1,1,-3,2,-1,2,-19,1,-2,1,-1,1,-86
