1.8849556,0.000#0.060,4.000e-02,-00000006,000000006,0,000000001,000000300,000000000,000000000
-74,1,-7,1,-3,1,1,1,1,-3,2,-1,1,2,1,1,2,-4,1,3,2,1,1,1,3,2,2,-1,3,3,1,2,4,2,8,2,10,13,5,3,3,8,7,6,9,6,7,5,7,12,10,7,8,12,4,10,14,9,12,13,15,12,7,13,13,18,16,9,21,20,19,16,13,13,10,15,15,15,23,22,17,16,15,14,11,16,15,18,11,11,11,13,14,18,14,14,13,8,13,10,13,8,12,8,7,5,9,3,5,7,9,2,6,11,6,4,4,6,6,6,3,3,5,3,2,2,1,3,1,2,-1,1,2,-2,2,3,1,1,-3,2,-3,1,1,-1,1,-64
-76,1,-7,1,-3,1,2,-1,1,-2,1,1,1,2,1,-1,3,-5,2,2,3,-1,2,3,1,3,-1,1,3,2,2,3,2,8,3,5,13,10,1,6,2,10,6,11,5,6,5,4,10,11,9,12,6,7,7,12,15,9,12,14,14,9,10,13,20,9,17,10,26,20,14,16,15,8,15,14,16,16,27,19,16,17,14,12,14,13,21,11,9,12,12,13,17,15,15,13,14,5,13,11,13,6,12,8,4,11,4,5,6,8,4,5,9,6,8,4,4,5,7,5,3,4,4,1,2,3,3,1,1,1,1,1,1,-1,1,3,2,-1,1,-2,1,1,-2,1,-1,1,-1,1,-62
