1.8849556,0.000#0.100#0.140#0.460#0.120#0.110#0.130#0.020#0.060#0.070#0.150#0.030#0.080#0.090#0.010#0.040#0.160#0.190#0.420#0.470#0.050#0.170#0.180#0.220#0.480#0.490#0.390#0.200#0.210#0.230#0.240#0.400#0.310#0.510#0.320#0.500,4.545e-02,-00000007,000000007,0,000000001,000000308,000000000,000000000
-80,1,-16,1,-3,1,-1,1,-4,1,-2,1,1,2,1,1,-4,2,1,-1,3,2,-1,3,2,3,2,3,6,3,2,4,8,3,8,4,8,7,4,5,5,9,8,6,5,9,9,5,9,9,11,10,19,12,12,14,15,16,14,16,8,10,21,12,10,15,11,10,11,11,9,8,10,5,9,12,7,11,9,8,9,6,5,5,6,12,7,11,7,1,3,3,7,5,3,3,5,4,6,3,2,2,1,3,2,4,-1,1,-3,1,1,-1,1,1,-1,1,-1,1,-1,2,-3,1,-5,1,-73
-82,1,-16,1,-3,1,-1,1,-4,1,-2,1,1,1,2,1,-4,2,-1,1,2,2,1,2,3,3,2,2,5,4,3,2,6,6,9,4,7,7,4,4,5,10,8,7,4,9,8,7,4,11,12,8,18,14,11,16,13,17,16,16,8,8,19,15,10,15,10,13,10,9,12,8,9,5,9,11,8,11,8,9,7,8,5,4,6,10,10,11,7,2,3,2,6,4,5,2,7,3,5,4,3,1,1,3,3,4,-1,1,-3,1,1,-2,2,-1,1,-1,1,-1,1,1,-2,1,-5,1,-71
-83,1,-16,1,-3,1,-1,1,-4,1,-2,1,1,2,1,1,-4,2,-1,1,3,2,-1,3,2,3,2,2,6,3,3,3,9,2,9,4,8,6,5,5,3,11,8,6,5,9,8,6,8,9,10,11,19,12,12,15,14,17,13,17,8,9,20,12,11,16,10,11,10,12,9,8,10,4,9,11,9,10,9,9,7,8,5,4,5,11,10,11,7,1,3,2,7,5,3,3,6,4,6,2,3,2,1,3,2,4,-1,1,-3,1,1,-1,1,1,-1,1,-1,1,-1,1,1,-2,1,-5,1,-70
-90,1,-16,1,-3,1,-1,1,-4,1,-2,1,1,2,1,1,-4,2,-1,1,2,3,-1,2,3,3,2,2,5,4,3,2,10,2,9,4,8,6,4,6,3,11,7,7,4,10,7,7,7,8,12,8,20,13,13,14,14,18,13,17,7,9,20,13,11,16,9,12,10,10,11,8,10,4,9,11,8,11,9,8,7,9,4,5,5,10,11,11,7,1,3,2,6,6,3,3,6,4,5,3,3,2,1,3,2,4,-1,1,-3,1,1,-1,1,1,-1,1,-1,1,-1,1,1,-2,1,-5,1,-63
-82,1,-16,1,-3,1,-1,1,-4,1,-3,2,-1,3,-1,1,-3,1,1,1,-1,4,1,1,2,4,2,3,3,4,4,2,4,8,5,5,7,6,6,4,6,8,8,9,4,9,8,6,4,11,9,10,11,21,10,13,16,16,17,13,15,3,14,21,12,10,13,12,12,9,11,9,9,7,8,5,15,10,6,11,7,7,5,7,4,9,10,11,8,5,2,3,5,4,4,4,5,4,3,6,3,1,2,3,1,4,2,-1,1,-2,1,1,-2,1,1,1,-2,1,1,1,-3,1,-4,1,-71
-82,1,-16,1,-3,1,-1,1,-4,1,-2,1,1,-1,3,1,-4,1,1,1,1,3,1,1,3,3,3,2,4,3,5,2,5,6,6,5,7,6,8,3,5,7,10,7,6,7,9,7,4,10,10,10,16,16,10,13,16,18,16,15,10,5,17,19,11,11,11,13,11,11,9,9,12,3,8,7,15,10,6,11,6,9,4,6,4,10,9,12,7,4,3,2,6,3,5,3,5,4,3,7,2,2,1,3,3,2,2,1,-3,1,1,-2,2,-1,1,-1,1,-1,1,1,-3,1,-4,1,-71
-82,1,-16,1,-4,1,-1,1,-3,1,-3,1,1,2,1,1,-3,1,1,1,-1,3,2,-1,3,2,3,3,4,4,3,2,4,8,4,7,6,6,7,4,5,7,8,9,5,4,11,7,5,10,9,10,11,20,10,13,14,17,18,12,15,7,10,22,13,9,15,10,12,10,10,10,7,10,6,7,12,11,8,11,6,9,5,5,5,7,12,7,10,7,2,3,4,6,4,3,4,4,4,6,4,1,2,2,2,3,3,-1,1,-3,2,-2,1,1,-1,1,-1,1,-1,2,-3,1,-5,1,-70
-80,1,-16,1,-3,1,-1,1,-4,1,-2,1,1,-1,3,1,-4,1,1,1,1,3,1,1,3,3,3,2,4,3,5,1,6,6,6,5,7,6,8,2,6,7,9,8,6,7,9,7,4,10,10,10,16,16,10,13,16,17,17,13,12,5,17,18,12,11,11,13,11,11,9,9,11,4,8,7,15,9,7,10,7,9,4,6,4,10,9,12,7,4,3,2,5,4,5,3,5,4,3,7,2,2,1,3,3,2,2,1,-3,1,1,-2,1,1,1,-1,1,-1,1,1,-3,1,-4,1,-73
-81,1,-16,1,-3,1,-1,1,-4,1,-2,1,1,-1,3,1,-4,1,1,1,1,3,1,2,2,3,3,2,5,2,5,2,6,6,6,5,8,4,8,3,5,10,8,7,5,8,8,7,4,11,10,11,16,16,10,12,16,18,15,18,7,5,18,19,11,11,12,13,10,11,9,9,11,4,8,13,8,10,8,9,7,8,6,4,6,9,10,12,5,4,3,2,6,3,6,2,5,5,4,5,3,1,1,3,3,4,-1,1,-3,1,1,-2,2,-1,1,-1,1,-1,1,1,-3,1,-4,1,-72
-81,1,-16,1,-3,1,-1,1,-4,1,-2,1,1,-1,3,-1,1,-3,1,1,1,1,3,1,1,3,3,2,3,3,4,4,2,5,7,5,6,6,7,6,3,6,8,8,9,6,7,8,7,5,9,11,10,13,18,10,12,18,15,17,15,12,3,17,19,12,11,12,11,13,9,11,9,9,6,8,6,14,11,7,10,7,9,3,6,5,9,10,10,8,5,3,2,5,4,4,4,5,4,3,7,2,1,2,3,2,3,2,1,-3,1,1,-2,1,1,1,-1,1,-1,1,1,-3,1,-4,1,-72
