0.0000000,0.000#0.990,5.000e-01,-00000150,000000130,0,000000001,000000560,000000000,000000000
-126,1,-1,1,-11,1,-21,1,1,-2,1,-1,1,-2,1,-1,1,-5,1,1,1,1,-2,2,2,-1,2,-2,5,1,2,-1,1,1,2,-1,2,3,3,2,3,2,2,1,2,1,4,5,1,6,4,5,8,3,2,4,2,3,3,7,9,5,7,2,4,3,9,8,9,3,9,7,3,7,9,3,15,9,13,10,13,11,9,6,9,18,11,14,11,8,7,10,8,11,14,13,11,11,12,6,17,18,11,8,13,14,17,14,15,14,14,18,19,13,12,13,21,16,5,8,15,16,13,9,17,14,9,14,17,16,17,12,20,20,20,16,15,11,16,18,24,12,17,15,20,14,19,22,7,16,18,13,16,18,10,14,13,15,14,13,18,14,8,16,16,14,9,10,18,11,14,9,8,15,25,12,8,16,11,8,11,16,6,11,12,10,16,11,5,10,10,7,8,11,6,9,4,5,13,8,9,8,5,5,8,9,8,9,3,9,10,7,9,5,6,2,5,2,4,5,4,5,4,7,4,5,1,1,1,1,4,1,3,3,-1,2,-1,4,1,2,-1,1,-1,3,2,1,1,-1,2,1,-1,1,1,-1,2,1,1,2,1,1,-2,1,-1,1,1,2,-6,1,-3,1,-2,1,-16,1,-86,1,-12
-128,1,-1,1,-11,1,-21,1,1,-2,1,-1,1,-2,1,1,-6,1,1,1,1,-2,2,2,-1,2,-2,5,1,2,-1,1,1,2,-1,2,3,3,2,3,2,2,1,2,1,4,5,1,6,4,5,8,3,2,4,2,3,4,6,9,5,7,2,4,3,9,8,9,3,9,7,3,7,9,3,16,8,13,11,12,12,8,6,9,18,11,14,11,8,7,10,8,11,14,13,11,12,11,6,17,18,11,8,13,14,17,14,16,14,13,18,19,13,12,13,21,16,5,8,16,15,13,10,16,15,8,14,17,16,18,11,20,20,20,16,15,11,17,18,23,12,17,15,20,14,20,21,7,17,17,13,16,19,9,15,13,14,14,13,18,16,7,15,16,15,8,10,19,10,14,10,7,15,25,12,8,16,11,8,11,16,6,11,12,10,16,11,6,9,11,7,9,9,6,9,4,5,13,8,9,8,5,5,8,9,8,9,3,10,9,7,9,5,6,2,5,2,4,5,4,5,4,7,4,5,1,1,2,-1,4,1,3,3,-1,2,-1,4,1,2,-1,1,-1,3,2,1,1,-1,2,1,-1,1,1,-1,2,1,1,2,1,1,-2,1,-1,1,1,2,-6,1,-3,1,-2,1,-16,1,-86,1,-10
