0.0000000,0.000#0.150,1.200e+01,-00001749,000001995,1,000000012,000000312,000000000,000000000
-45,1,-5,1,-4,1,-6,1,1,-4,1,2,-1,1,-1,1,1,-3,4,2,1,1,4,3,4,5,3,3,-1,3,3,4,2,12,7,5,3,6,6,5,6,7,9,9,17,10,14,14,6,17,8,21,11,16,10,16,18,10,17,17,15,22,13,21,27,19,21,16,21,20,26,26,26,33,29,23,26,23,23,19,28,30,29,32,36,35,19,37,30,29,26,28,35,21,35,33,30,23,26,22,19,18,24,32,21,16,18,18,16,19,15,22,21,13,18,15,17,16,17,11,17,12,13,9,9,4,5,10,10,9,6,8,8,7,8,5,4,5,4,5,4,4,3,1,-1,4,-1,3,2,1,2,2,1,3,1,2,-4,1,2,-2,1,-6,1,1,-3,1,1,-16,1,-56
-45,1,-5,1,-4,1,-6,1,1,-4,1,2,-1,1,-1,1,1,-3,4,2,1,2,3,4,3,5,3,3,-1,3,3,3,3,11,8,6,2,6,6,4,7,8,8,9,17,11,12,16,5,18,7,22,10,14,12,14,20,10,17,16,15,21,15,24,24,20,18,16,22,25,22,26,25,35,27,25,25,24,22,19,27,34,26,28,40,33,20,32,36,30,25,26,37,26,30,29,33,25,24,24,16,20,24,27,26,20,14,22,12,20,14,20,23,12,19,15,17,18,15,14,14,11,14,9,9,5,4,9,11,7,8,8,8,7,8,3,6,6,3,5,4,5,2,1,-1,4,-1,3,2,2,1,1,2,3,1,2,-5,2,1,-1,1,-6,2,-3,1,-1,1,-16,1,-56
