0.0000000,0.000#0.390,1.100e+01,-00001656,000001754,1,000000011,000000310,000000000,000000000
-52,1,-2,1,-5,1,1,-3,2,1,3,2,1,-1,1,-2,1,1,1,1,4,1,3,2,-1,1,5,3,1,4,1,3,2,2,4,4,3,4,5,6,6,4,3,10,10,11,10,9,9,11,11,12,9,12,14,17,12,11,13,24,17,21,11,17,24,22,23,15,18,12,20,20,28,31,13,19,29,34,20,27,23,26,20,20,27,25,27,17,36,23,22,30,28,21,23,22,24,20,25,23,24,22,18,25,14,18,13,23,21,13,15,23,19,20,18,15,17,20,15,24,18,14,8,21,18,17,13,18,13,17,9,8,13,9,7,6,8,7,5,7,5,6,8,9,6,11,6,5,6,5,1,3,3,3,4,4,2,2,3,-1,3,2,3,3,2,1,-1,2,-1,1,2,1,-1,2,2,-4,1,-3,1,-1,1,-7,1,-57
-53,1,-1,1,-5,1,-1,1,-2,1,2,2,3,1,-1,1,-2,1,-1,2,2,1,3,2,3,-1,1,5,3,1,2,3,4,1,3,3,2,5,6,3,6,6,6,1,11,9,11,10,13,5,9,13,11,10,16,9,14,16,10,14,22,17,21,13,14,26,26,18,17,18,17,14,25,24,29,15,24,24,26,28,24,24,23,25,29,17,25,27,24,29,31,14,30,29,27,17,27,17,22,24,26,21,16,23,18,23,15,16,24,19,13,16,20,22,15,23,13,19,15,20,21,19,12,12,19,20,15,15,13,17,13,14,10,10,11,6,7,7,9,3,8,4,6,7,6,9,12,5,11,1,5,1,5,1,3,3,5,2,2,3,1,2,1,4,3,2,1,-1,2,-1,1,2,1,-1,1,3,-4,1,-3,1,-1,1,-8,1,-56
