0.0000000,0.000#0.410,1.000e-01,-00000014,000000016,0,000000001,000000300,000000000,000000000
-38,1,1,1,-1,1,-9,1,-1,1,-1,1,-4,1,2,-3,2,-1,3,3,1,5,1,1,4,6,4,2,2,6,1,8,4,5,4,7,8,12,5,3,5,15,11,8,9,13,9,6,16,14,8,12,18,15,21,19,25,14,17,20,21,21,19,19,24,27,30,32,27,33,27,24,31,38,30,39,43,24,43,39,40,40,34,41,37,42,37,35,33,37,47,42,32,33,36,39,41,37,36,37,28,34,35,43,40,28,42,29,29,36,32,27,25,26,28,19,18,27,27,17,21,21,16,18,14,20,13,21,20,15,9,13,11,9,7,14,8,6,4,6,10,8,14,5,7,7,6,6,5,4,3,1,4,3,2,1,1,2,3,3,1,3,1,-1,1,2,1,1,2,-2,1,-2,1,-1,1,-4,1,-15,1,-52
-42,1,1,1,-1,1,-9,1,-1,1,-1,1,-5,2,1,-2,2,-1,3,2,2,5,1,1,4,6,2,4,2,5,2,8,4,5,4,7,7,13,5,3,5,13,11,9,10,13,7,7,13,18,7,11,18,14,20,21,25,14,16,21,19,22,19,19,24,24,35,28,30,30,31,21,30,36,35,37,43,25,44,36,41,40,35,39,39,41,39,35,30,41,45,40,32,31,40,39,41,37,39,35,26,36,35,40,38,32,44,30,28,34,31,29,24,28,22,25,17,24,30,15,24,20,15,17,17,19,14,20,16,20,10,12,11,9,7,14,8,7,4,4,12,6,15,5,6,7,7,5,7,4,3,-1,5,3,2,1,1,2,3,3,1,2,2,-1,1,-1,3,1,2,-2,1,-2,1,-1,1,-4,1,-15,1,-48
