1.8849556,0.000#0.010#0.020#0.030#0.040#0.050#0.060#0.070#0.080#0.090#0.100#0.860#0.870#0.880#0.890#0.900#0.910#0.920#0.930#0.940#0.950#0.960#0.970#0.980#0.990#0.110#0.120#0.130#0.140#0.150#0.160#0.170#0.180#0.190#0.200#0.210#0.220#0.230#0.240#0.250#0.260#0.270#0.280#0.290#0.300#0.570#0.580#0.590#0.600#0.610#0.620#0.630#0.640#0.650#0.660#0.670#0.680#0.690#0.700#0.710#0.720#0.730#0.740#0.750#0.760#0.770#0.780#0.790#0.800#0.810#0.820#0.830#0.840#0.850#0.560#0.310#0.320#0.330#0.340#0.350#0.360#0.370#0.380#0.390#0.400#0.410#0.420#0.430#0.440#0.450#0.460#0.470#0.480#0.490#0.500#0.510#0.520#0.530#0.540#0.550,6.667e-02,-00000012,000000009,0,000000001,000000315,000000000,000000000
-130,1,-55,2,-2,1,-3,1,-18,1,-102
-130,1,-55,2,-2,1,-3,1,-18,1,-102
-130,1,-55,1,1,-1,1,-3,1,-18,1,-102
-130,1,-55,1,1,-1,1,-3,1,-18,1,-102
-131,1,-55,2,-1,1,-4,1,-17,1,-102
-131,1,-55,2,-2,1,-3,1,-17,1,-102
-131,1,-55,2,-2,1,-3,1,-18,1,-101
-131,1,-55,2,-2,1,-3,1,-18,1,-101
-131,1,-55,2,-2,1,-3,1,-18,1,-101
-131,1,-55,1,1,-1,1,-3,1,-18,1,-101
-131,1,-56,2,-1,1,-3,1,-18,1,-101
-143,1,-55,2,-2,1,-3,1,-18,1,-89
-143,1,-55,2,-2,1,-3,1,-18,1,-89
-143,1,-55,2,-2,1,-3,1,-18,1,-89
-143,1,-55,1,1,-1,1,-3,1,-18,1,-89
-143,1,-56,2,-1,1,-3,1,-18,1,-89
-144,1,-55,2,-1,1,-4,1,-17,1,-89
-144,1,-55,2,-2,1,-3,1,-17,1,-89
-144,1,-55,2,-2,1,-3,1,-18,1,-88
-144,1,-55,2,-2,1,-3,1,-18,1,-88
-144,1,-55,2,-2,1,-3,1,-18,1,-88
-144,1,-55,1,1,-1,1,-3,1,-18,1,-88
-144,1,-56,2,-1,1,-3,1,-18,1,-88
-145,1,-55,2,-1,1,-4,1,-17,1,-88
-145,1,-55,2,-2,1,-3,1,-18,1,-87
-132,1,-55,2,-1,1,-4,1,-17,1,-101
-132,1,-55,2,-2,1,-3,1,-17,1,-101
-132,1,-55,2,-2,1,-3,1,-18,1,-100
-132,1,-55,2,-2,1,-3,1,-18,1,-100
-132,1,-55,2,-2,1,-3,1,-18,1,-100
-132,1,-55,1,1,-1,1,-3,1,-18,1,-100
-132,1,-56,2,-1,1,-3,1,-18,1,-100
-133,1,-55,2,-1,1,-4,1,-17,1,-100
-133,1,-55,2,-2,1,-3,1,-18,1,-99
-133,1,-55,2,-2,1,-3,1,-18,1,-99
-133,1,-55,2,-2,1,-3,1,-18,1,-99
-133,1,-55,1,1,-1,1,-3,1,-18,1,-99
-133,1,-55,1,1,-1,1,-3,1,-18,1,-99
-134,1,-55,2,-1,1,-4,1,-17,1,-99
-134,1,-55,2,-2,1,-3,1,-17,1,-99
-134,1,-55,2,-2,1,-3,1,-18,1,-98
-134,1,-55,2,-2,1,-3,1,-18,1,-98
-134,1,-55,2,-2,1,-3,1,-18,1,-98
-134,1,-55,1,1,-1,1,-3,1,-18,1,-98
-134,1,-56,2,-1,1,-3,1,-18,1,-98
-138,1,-56,2,-1,1,-3,1,-18,1,-94
-139,1,-55,2,-1,1,-4,1,-17,1,-94
-139,1,-55,2,-2,1,-3,1,-18,1,-93
-139,1,-55,2,-2,1,-3,1,-18,1,-93
-139,1,-55,2,-2,1,-3,1,-18,1,-93
-139,1,-55,1,1,-1,1,-3,1,-18,1,-93
-139,1,-55,1,1,-1,1,-3,1,-18,1,-93
-140,1,-55,2,-1,1,-4,1,-17,1,-93
-140,1,-55,2,-2,1,-3,1,-17,1,-93
-140,1,-55,2,-2,1,-3,1,-18,1,-92
-140,1,-55,2,-2,1,-3,1,-18,1,-92
-140,1,-55,2,-2,1,-3,1,-18,1,-92
-140,1,-55,1,1,-1,1,-3,1,-18,1,-92
-140,1,-56,2,-1,1,-3,1,-18,1,-92
-141,1,-55,2,-1,1,-4,1,-17,1,-92
-141,1,-55,2,-2,1,-3,1,-17,1,-92
-141,1,-55,2,-2,1,-3,1,-18,1,-91
-141,1,-55,2,-2,1,-3,1,-18,1,-91
-141,1,-55,2,-2,1,-3,1,-18,1,-91
-141,1,-55,1,1,-1,1,-3,1,-18,1,-91
-141,1,-56,2,-1,1,-3,1,-18,1,-91
-142,1,-55,2,-1,1,-4,1,-17,1,-91
-142,1,-55,2,-2,1,-3,1,-18,1,-90
-142,1,-55,2,-2,1,-3,1,-18,1,-90
-142,1,-55,2,-2,1,-3,1,-18,1,-90
-142,1,-55,1,1,-1,1,-3,1,-18,1,-90
-142,1,-55,1,1,-1,1,-3,1,-18,1,-90
-143,1,-55,2,-1,1,-4,1,-17,1,-90
-143,1,-55,2,-2,1,-3,1,-17,1,-90
-138,1,-55,1,1,-1,1,-3,1,-18,1,-94
-135,1,-55,2,-1,1,-4,1,-17,1,-98
-135,1,-55,2,-2,1,-3,1,-17,1,-98
-135,1,-55,2,-2,1,-3,1,-18,1,-97
-135,1,-55,2,-2,1,-3,1,-18,1,-97
-135,1,-55,2,-2,1,-3,1,-18,1,-97
-135,1,-55,1,1,-1,1,-3,1,-18,1,-97
-135,1,-56,2,-1,1,-3,1,-18,1,-97
-136,1,-55,2,-1,1,-4,1,-17,1,-97
-136,1,-55,2,-2,1,-3,1,-18,1,-96
-136,1,-55,2,-2,1,-3,1,-18,1,-96
-136,1,-55,2,-2,1,-3,1,-18,1,-96
-136,1,-55,1,1,-1,1,-3,1,-18,1,-96
-136,1,-55,1,1,-1,1,-3,1,-18,1,-96
-137,1,-55,2,-1,1,-4,1,-17,1,-96
-137,1,-55,2,-2,1,-3,1,-17,1,-96
-137,1,-55,2,-2,1,-3,1,-18,1,-95
-137,1,-55,2,-2,1,-3,1,-18,1,-95
-137,1,-55,2,-2,1,-3,1,-18,1,-95
-137,1,-55,1,1,-1,1,-3,1,-18,1,-95
-137,1,-56,2,-1,1,-3,1,-18,1,-95
-138,1,-55,2,-1,1,-4,1,-17,1,-95
-138,1,-55,2,-2,1,-3,1,-17,1,-95
-138,1,-55,2,-2,1,-3,1,-18,1,-94
-138,1,-55,2,-2,1,-3,1,-18,1,-94
-138,1,-55,2,-2,1,-3,1,-18,1,-94
