0.0000000,0.000#0.410,3.333e-01,-00000065,000000065,0,000000001,000000390,000000000,000000000
-91,1,-1,1,1,-1,1,3,-2,1,-4,1,-1,2,2,1,2,1,-4,4,-1,1,3,-1,2,-1,2,2,3,-1,3,2,1,5,5,1,1,8,4,5,6,5,-1,5,3,3,6,7,7,12,4,3,5,5,12,9,7,9,9,22,12,21,15,12,12,12,12,17,17,21,14,14,12,14,19,20,22,16,16,17,17,22,18,17,25,24,32,28,13,30,22,23,26,21,19,23,33,22,25,26,21,21,21,18,23,29,15,19,20,24,15,24,22,24,19,34,21,14,13,21,21,15,24,21,11,20,16,11,17,11,17,7,10,10,20,6,11,13,15,15,15,10,15,11,6,17,6,9,5,6,7,13,6,6,4,6,7,5,6,10,7,-1,5,2,4,2,1,1,1,1,3,-3,3,1,1,3,-1,3,2,3,-2,1,-4,2,-1,1,-1,1,-2,1,-2,1,-2,1,-90
-92,1,-2,2,-2,4,-2,1,-5,1,2,2,1,2,-1,1,-3,4,-1,1,-1,3,2,-1,1,3,2,1,1,2,3,5,3,3,1,5,6,5,6,6,-1,4,4,3,5,8,7,8,5,4,6,4,9,13,6,9,7,22,12,19,18,12,15,12,8,16,17,22,16,13,10,17,18,16,23,20,17,12,19,21,19,18,20,25,32,30,15,28,24,21,25,22,20,22,29,28,21,24,27,22,21,15,25,26,18,16,23,15,24,20,24,23,18,36,21,16,12,23,18,15,22,25,10,21,12,16,15,13,12,13,10,6,19,12,10,12,15,15,16,11,13,10,7,17,6,9,6,5,8,9,9,6,5,7,6,5,5,12,7,-1,4,3,3,2,2,1,1,-1,3,1,-2,2,2,-1,4,-1,3,1,3,1,-1,1,-4,2,-2,1,-1,1,-1,1,-2,1,-2,1,-89
