0.0000000,0.000#0.610,1.100e+01,-00001718,000001780,1,000000011,000000318,000000000,000000000
-64,1,-13,2,2,-1,1,-1,1,1,1,1,1,1,-1,2,-1,1,-1,5,2,-1,2,3,1,2,7,3,4,7,4,6,3,3,7,5,6,8,7,10,10,17,14,17,14,11,14,11,20,14,15,16,13,17,18,21,21,19,22,22,23,25,24,19,22,19,27,26,31,19,32,27,21,26,19,40,24,31,23,19,25,33,36,30,40,31,35,18,20,21,28,23,28,29,24,27,21,27,19,11,32,17,24,17,19,20,15,24,16,21,16,13,11,18,17,9,10,5,11,8,6,13,11,6,8,11,8,4,4,3,12,3,3,1,5,2,5,1,2,1,2,4,2,2,1,1,2,3,1,1,1,3,1,1,-1,1,-6,1,-7,1,-72
-65,1,-12,2,2,1,-1,1,-1,1,1,1,1,1,-2,2,-1,1,3,4,-1,2,2,2,4,5,4,3,5,6,5,4,3,6,7,4,8,8,10,10,13,17,15,16,13,12,17,14,15,11,14,18,21,14,19,24,13,28,24,20,25,25,19,21,30,16,26,32,28,21,28,22,14,31,18,46,24,30,20,23,32,37,41,29,30,36,23,15,28,20,26,26,27,27,20,27,29,16,22,22,23,19,18,18,19,14,25,17,20,17,10,14,17,14,16,6,9,6,10,6,17,7,12,2,11,8,4,4,7,7,4,3,3,2,3,4,3,1,2,1,5,1,-1,3,2,1,1,3,1,1,3,1,-1,1,-1,1,-6,1,-5,1,-73
